content,rating,created_at,thank_count
rat that vong toang fnjskf 😤 <b>,3,2025-05-01 05:20:50,49
dich vu kh0ng tot xịn xò fnjskf 🙄 <b>,1,2024-12-13 05:20:50,14
dich vu kh0ng tot chưa đủ wow vl 👎 <i>,2,2025-08-09 05:20:50,23
ch4t lu0ng qua kem xịn xò wtf 😤 <p>,1,2025-06-10 05:20:50,0
ch4t lu0ng qua kem dở ẹc omg 🙄 <div>,2,2024-12-19 05:20:50,26
gi4 cao ma kh0ng dang ti3n xàm xí kaka 😂 <div>,2,2024-10-01 05:20:50,27
gi4 cao ma kh0ng dang ti3n xàm xí vl 🤮 <p>,1,2024-08-28 05:20:50,39
kh0ng nen mµ4 tạch fnjskf 😡 <i>,1,2025-06-17 05:20:50,35
dong goi so sai tạch fnjskf 😂 <b>,2,2025-04-08 05:20:50,38
rat that vong chưa đủ wow vl 😤 <i>,2,2025-01-20 05:20:50,25
dich vu kh0ng tot xịn xò omg 😂 <i>,3,2025-02-17 05:20:50,2
s4n ph4m nay rat te toang fnjskf 👎 <div>,2,2024-09-05 05:20:50,27
shop tra loi cham tạch huhu 🤮 <div>,3,2025-08-20 05:20:50,2
dong goi so sai dở ẹc wtf 👎 <br>,2,2025-08-07 05:20:50,1
shop tra loi cham toang wtf 😂 <br>,1,2025-03-12 05:20:50,41
shop tra loi cham chưa đủ wow zzz 😂 <b>,3,2024-12-24 05:20:50,2
rat that vong chưa đủ wow wtf 😭 <div>,3,2025-05-11 05:20:50,13
gi4 cao ma kh0ng dang ti3n xịn xò huhu 😭 <p>,1,2025-02-21 05:20:50,21
s4n ph4m nay rat te xàm xí omg 🙄 <br>,1,2025-03-05 05:20:50,27
ch4t lu0ng qua kem dở ẹc lmao 😡 <br>,2,2025-07-28 05:20:50,13
shop tra loi cham quá chán kaka 🙄 <i>,3,2024-10-16 05:20:50,0
ch4t lu0ng qua kem tạch lmao 😂 <i>,1,2025-06-16 05:20:50,46
gi4 cao ma kh0ng dang ti3n quá chán kaka 😤 <i>,1,2024-12-15 05:20:50,37
rat that vong toang wtf 🤮 <div>,1,2025-02-23 05:20:50,12
kh0ng nen mµ4 xịn xò vl 😤 <b>,3,2024-08-25 05:20:50,9
s4n ph4m nay rat te dở ẹc huhu 🤮 <br>,2,2025-05-15 05:20:50,34
dong goi so sai xịn xò lmao 😭 <br>,2,2025-04-30 05:20:50,31
shop tra loi cham dở ẹc zzz 👎 <p>,3,2025-01-01 05:20:50,5
dich vu kh0ng tot tạch wtf 😡 <b>,1,2025-02-25 05:20:50,21
s4n ph4m nay rat te xàm xí omg 😡 <b>,2,2025-01-20 05:20:50,26
gi4 cao ma kh0ng dang ti3n dở ẹc zzz 🤮 <br>,3,2025-08-24 05:20:50,9
ch4t lu0ng qua kem tạch omg 😡 <p>,2,2025-06-23 05:20:50,45
gi4 cao ma kh0ng dang ti3n toang vl 😤 <p>,2,2025-07-16 05:20:50,11
s4n ph4m nay rat te xàm xí kaka 😤 <i>,2,2024-10-09 05:20:50,0
ch4t lu0ng qua kem xàm xí zzz 😤 <i>,2,2025-04-13 05:20:50,41
rat that vong dở ẹc vl 🤮 <i>,2,2025-08-21 05:20:50,4
rat that vong xịn xò wtf 🤮 <i>,2,2025-06-07 05:20:50,5
ch4t lu0ng qua kem xàm xí vl 🤮 <i>,3,2024-10-26 05:20:50,39
rat that vong xịn xò huhu 😡 <b>,2,2024-10-10 05:20:50,26
gi4 cao ma kh0ng dang ti3n toang kaka 😡 <i>,1,2025-05-25 05:20:50,37
dong goi so sai xàm xí huhu 🙄 <i>,3,2025-01-29 05:20:50,18
gi4 cao ma kh0ng dang ti3n quá chán vl 😭 <i>,2,2025-06-06 05:20:50,17
shop tra loi cham toang wtf 👎 <div>,1,2025-07-08 05:20:50,3
dong goi so sai toang huhu 😡 <i>,1,2025-04-17 05:20:50,49
s4n ph4m nay rat te toang huhu 🤮 <br>,1,2025-05-20 05:20:50,34
gi4 cao ma kh0ng dang ti3n chưa đủ wow fnjskf 😂 <p>,2,2025-04-14 05:20:50,21
gi4 cao ma kh0ng dang ti3n quá chán zzz 👎 <br>,3,2025-07-15 05:20:50,23
rat that vong chưa đủ wow huhu 😡 <b>,1,2024-12-25 05:20:50,37
ch4t lu0ng qua kem dở ẹc kaka 😂 <div>,3,2024-09-19 05:20:50,32
dich vu kh0ng tot toang huhu 👎 <p>,1,2024-10-20 05:20:50,0
s4n ph4m nay rat te toang zzz 🤮 <i>,1,2025-07-16 05:20:50,29
rat that vong chưa đủ wow omg 😭 <b>,2,2025-06-17 05:20:50,3
rat that vong xịn xò omg 😤 <p>,1,2024-12-19 05:20:50,26
dong goi so sai xàm xí huhu 😡 <br>,3,2025-05-26 05:20:50,8
ch4t lu0ng qua kem dở ẹc lmao 😂 <br>,3,2025-02-11 05:20:50,34
kh0ng nen mµ4 tạch lmao 🤮 <i>,1,2024-09-22 05:20:50,0
rat that vong chưa đủ wow huhu 😤 <p>,1,2025-06-02 05:20:50,41
rat that vong chưa đủ wow fnjskf 😤 <p>,3,2025-05-03 05:20:50,34
shop tra loi cham toang zzz 🤮 <p>,1,2025-02-23 05:20:50,36
s4n ph4m nay rat te quá chán kaka 🤮 <b>,3,2024-08-29 05:20:50,44
dong goi so sai tạch wtf 😭 <i>,1,2025-04-11 05:20:50,24
dong goi so sai quá chán lmao 😡 <b>,3,2024-11-08 05:20:50,46
kh0ng nen mµ4 dở ẹc wtf 😂 <b>,3,2025-08-18 05:20:50,0
shop tra loi cham tạch wtf 😭 <div>,3,2024-11-23 05:20:50,47
kh0ng nen mµ4 tạch vl 😂 <div>,2,2025-06-20 05:20:50,4
dich vu kh0ng tot chưa đủ wow fnjskf 😂 <br>,1,2025-07-15 05:20:50,25
s4n ph4m nay rat te toang zzz 🙄 <p>,3,2024-10-11 05:20:50,24
shop tra loi cham toang omg 🤮 <p>,1,2025-05-16 05:20:50,47
s4n ph4m nay rat te tạch kaka 😡 <div>,1,2025-01-01 05:20:50,12
dong goi so sai toang huhu 🤮 <br>,3,2024-09-16 05:20:50,49
s4n ph4m nay rat te dở ẹc fnjskf 🤮 <div>,2,2024-11-20 05:20:50,32
shop tra loi cham chưa đủ wow huhu 😤 <b>,1,2024-11-25 05:20:50,50
rat that vong tạch lmao 👎 <b>,3,2025-03-12 05:20:50,41
gi4 cao ma kh0ng dang ti3n xịn xò zzz 🙄 <b>,3,2025-05-07 05:20:50,17
ch4t lu0ng qua kem xàm xí vl 🙄 <i>,2,2025-02-26 05:20:50,4
rat that vong dở ẹc huhu 😂 <i>,1,2025-05-17 05:20:50,9
dong goi so sai xàm xí vl 🙄 <i>,3,2025-02-17 05:20:50,6
kh0ng nen mµ4 quá chán vl 🤮 <div>,3,2025-06-16 05:20:50,23
s4n ph4m nay rat te xịn xò lmao 🤮 <i>,1,2024-09-12 05:20:50,37
gi4 cao ma kh0ng dang ti3n dở ẹc huhu 🙄 <i>,2,2025-05-27 05:20:50,21
ch4t lu0ng qua kem dở ẹc vl 😂 <b>,3,2025-08-22 05:20:50,9
dich vu kh0ng tot quá chán wtf 👎 <div>,1,2025-07-05 05:20:50,38
kh0ng nen mµ4 quá chán wtf 😂 <p>,2,2025-02-18 05:20:50,34
shop tra loi cham toang fnjskf 😡 <br>,1,2025-06-25 05:20:50,22
ch4t lu0ng qua kem xàm xí kaka 🤮 <div>,3,2024-12-17 05:20:50,48
ch4t lu0ng qua kem toang lmao 😂 <br>,1,2025-03-14 05:20:50,21
dong goi so sai dở ẹc zzz 🙄 <br>,1,2025-03-17 05:20:50,31
s4n ph4m nay rat te xàm xí vl 😡 <i>,1,2025-05-09 05:20:50,5
dich vu kh0ng tot quá chán huhu 😤 <i>,1,2025-05-08 05:20:50,47
shop tra loi cham xịn xò zzz 😂 <div>,2,2025-08-17 05:20:50,20
gi4 cao ma kh0ng dang ti3n dở ẹc zzz 🙄 <p>,1,2025-07-23 05:20:50,19
s4n ph4m nay rat te xịn xò zzz 🤮 <br>,1,2025-03-03 05:20:50,23
shop tra loi cham tạch kaka 🤮 <i>,1,2025-08-11 05:20:50,11
ch4t lu0ng qua kem chưa đủ wow huhu 😡 <br>,2,2025-08-08 05:20:50,23
kh0ng nen mµ4 quá chán kaka 🤮 <br>,1,2025-04-28 05:20:50,15
kh0ng nen mµ4 quá chán huhu 😡 <i>,3,2025-05-21 05:20:50,11
s4n ph4m nay rat te xịn xò huhu 😤 <div>,3,2024-12-10 05:20:50,5
rat that vong chưa đủ wow omg 🤮 <p>,1,2024-12-31 05:20:50,15
s4n ph4m nay rat te xàm xí wtf 🙄 <br>,3,2024-09-15 05:20:50,8
rat that vong xịn xò omg 🙄 <i>,3,2025-06-07 05:20:50,12
kh0ng nen mµ4 tạch fnjskf 😭 <i>,1,2025-08-22 05:20:50,36
ch4t lu0ng qua kem quá chán kaka 😭 <div>,1,2025-08-03 05:20:50,44
kh0ng nen mµ4 tạch vl 😤 <p>,2,2025-05-25 05:20:50,15
dich vu kh0ng tot dở ẹc vl 😡 <b>,2,2025-07-10 05:20:50,22
ch4t lu0ng qua kem dở ẹc zzz 😂 <p>,1,2024-11-18 05:20:50,46
dong goi so sai toang wtf 😭 <b>,2,2025-01-27 05:20:50,36
kh0ng nen mµ4 dở ẹc fnjskf 😭 <p>,2,2024-11-02 05:20:50,11
kh0ng nen mµ4 xịn xò huhu 😭 <i>,3,2024-09-11 05:20:50,28
dich vu kh0ng tot tạch wtf 😤 <p>,1,2025-06-21 05:20:50,25
ch4t lu0ng qua kem xịn xò vl 👎 <b>,1,2025-05-19 05:20:50,44
dong goi so sai xàm xí wtf 😂 <b>,3,2025-06-16 05:20:50,9
dich vu kh0ng tot xịn xò kaka 😂 <b>,1,2025-03-23 05:20:50,9
s4n ph4m nay rat te quá chán kaka 😭 <p>,1,2024-11-21 05:20:50,12
kh0ng nen mµ4 xàm xí kaka 🙄 <br>,2,2024-10-23 05:20:50,16
s4n ph4m nay rat te xịn xò omg 🤮 <div>,2,2025-06-18 05:20:50,48
dong goi so sai tạch omg 😤 <i>,1,2025-04-15 05:20:50,35
dong goi so sai xàm xí fnjskf 👎 <p>,2,2025-07-21 05:20:50,35
rat that vong chưa đủ wow huhu 👎 <b>,2,2024-09-19 05:20:50,34
gi4 cao ma kh0ng dang ti3n dở ẹc huhu 😂 <i>,2,2024-09-13 05:20:50,10
shop tra loi cham quá chán vl 😤 <div>,2,2025-02-09 05:20:50,46
gi4 cao ma kh0ng dang ti3n xàm xí kaka 👎 <div>,3,2025-04-01 05:20:50,22
rat that vong toang zzz 😤 <i>,2,2025-01-05 05:20:50,5
ch4t lu0ng qua kem chưa đủ wow zzz 🤮 <p>,2,2024-09-15 05:20:50,43
ch4t lu0ng qua kem dở ẹc fnjskf 😭 <div>,2,2025-02-08 05:20:50,48
dich vu kh0ng tot tạch lmao 😤 <br>,2,2025-02-20 05:20:50,44
kh0ng nen mµ4 toang zzz 😤 <br>,2,2024-12-21 05:20:50,42
dich vu kh0ng tot chưa đủ wow huhu 🤮 <p>,3,2025-01-11 05:20:50,4
dich vu kh0ng tot xịn xò huhu 🙄 <i>,3,2025-07-24 05:20:50,12
gi4 cao ma kh0ng dang ti3n toang vl 🤮 <i>,3,2024-11-02 05:20:50,24
dich vu kh0ng tot tạch huhu 🤮 <br>,2,2025-02-23 05:20:50,38
kh0ng nen mµ4 dở ẹc vl 🤮 <b>,2,2025-08-03 05:20:50,0
kh0ng nen mµ4 toang omg 😭 <br>,2,2025-04-29 05:20:50,30
dong goi so sai toang kaka 🙄 <br>,2,2025-08-12 05:20:50,17
dich vu kh0ng tot dở ẹc huhu 🙄 <div>,1,2025-02-23 05:20:50,6
ch4t lu0ng qua kem quá chán zzz 😂 <p>,2,2025-01-19 05:20:50,44
shop tra loi cham toang zzz 😭 <div>,3,2024-10-15 05:20:50,34
rat that vong toang wtf 😤 <b>,1,2025-01-18 05:20:50,29
shop tra loi cham chưa đủ wow zzz 😂 <i>,3,2025-06-09 05:20:50,2
gi4 cao ma kh0ng dang ti3n tạch fnjskf 😤 <i>,3,2025-01-22 05:20:50,7
dich vu kh0ng tot tạch vl 😤 <div>,1,2025-07-01 05:20:50,42
kh0ng nen mµ4 quá chán vl 🙄 <div>,3,2025-01-07 05:20:50,15
dong goi so sai xàm xí vl 🙄 <div>,3,2024-09-24 05:20:50,10
kh0ng nen mµ4 chưa đủ wow huhu 🙄 <p>,1,2024-11-05 05:20:50,4
kh0ng nen mµ4 xàm xí wtf 🙄 <br>,1,2024-11-25 05:20:50,47
shop tra loi cham xàm xí wtf 🙄 <br>,1,2025-08-15 05:20:50,16
ch4t lu0ng qua kem toang zzz 😡 <br>,3,2024-12-04 05:20:50,0
dong goi so sai chưa đủ wow lmao 😂 <div>,1,2025-06-06 05:20:50,4
kh0ng nen mµ4 chưa đủ wow fnjskf 🤮 <br>,1,2024-11-13 05:20:50,50
shop tra loi cham dở ẹc fnjskf 😂 <div>,3,2025-01-05 05:20:50,13
rat that vong tạch kaka 😂 <b>,2,2024-08-25 05:20:50,1
s4n ph4m nay rat te quá chán omg 😂 <p>,3,2024-09-15 05:20:50,41
dong goi so sai xịn xò omg 👎 <b>,3,2024-09-26 05:20:50,9
dong goi so sai toang lmao 🙄 <br>,1,2025-07-08 05:20:50,10
rat that vong xàm xí fnjskf 🤮 <b>,3,2025-02-05 05:20:50,8
ch4t lu0ng qua kem xàm xí vl 😤 <div>,3,2025-05-27 05:20:50,8
kh0ng nen mµ4 chưa đủ wow omg 😡 <p>,1,2024-10-02 05:20:50,29
dich vu kh0ng tot toang huhu 🤮 <div>,2,2024-09-13 05:20:50,31
dich vu kh0ng tot xịn xò wtf 😂 <br>,3,2024-09-04 05:20:50,50
gi4 cao ma kh0ng dang ti3n chưa đủ wow vl 😡 <i>,3,2025-05-27 05:20:50,11
dich vu kh0ng tot xàm xí zzz 😭 <br>,3,2024-11-19 05:20:50,33
s4n ph4m nay rat te tạch zzz 🙄 <br>,2,2024-12-04 05:20:50,45
ch4t lu0ng qua kem chưa đủ wow vl 🤮 <p>,1,2024-12-16 05:20:50,28
kh0ng nen mµ4 toang kaka 👎 <br>,1,2024-08-29 05:20:50,5
dong goi so sai dở ẹc kaka 😂 <i>,3,2024-10-12 05:20:50,27
shop tra loi cham dở ẹc lmao 🙄 <div>,2,2025-05-06 05:20:50,32
dong goi so sai xàm xí huhu 😡 <i>,2,2024-12-07 05:20:50,49
s4n ph4m nay rat te chưa đủ wow huhu 🤮 <br>,2,2024-09-27 05:20:50,1
shop tra loi cham xàm xí zzz 😤 <i>,2,2025-02-23 05:20:50,25
dong goi so sai dở ẹc zzz 😭 <p>,1,2024-09-10 05:20:50,15
s4n ph4m nay rat te chưa đủ wow vl 😂 <p>,3,2024-11-05 05:20:50,17
shop tra loi cham tạch omg 😡 <br>,2,2025-06-30 05:20:50,39
gi4 cao ma kh0ng dang ti3n xịn xò huhu 😤 <p>,1,2024-09-22 05:20:50,26
kh0ng nen mµ4 quá chán lmao 😂 <p>,3,2025-01-01 05:20:50,0
shop tra loi cham chưa đủ wow huhu 🙄 <br>,3,2024-12-27 05:20:50,30
