MaDonHang,MaKhachHang,TenNguoiNhan,SoDienThoai,DiaChiGiaoHang,TenSanPham,NgayDatHang,NgayGiaoDuKien,NgayGiaoThucTe,TrangThaiDonHang,PhiVanChuyen,PhuongThucThanhToan,GhiChu
HD583921,KH58201,Lê Minh Tuấn,0987654321,123 Đường ABC, Phường 1, Quận 1, TP. HCM,Sách giáo khoa,2025-08-15,2025-08-18,2025-08-18,Đã giao thành công,30000,COD,Giao hàng cẩn thận.
HD938201,KH93820,Đinh Thị Ngọc,0988990011,888 Đường Đồng Khởi, P. Bến Nghé, q1, TPHCM,Thắt lưng,2025-07-27,2025-07-30,2025-07-29,Hoàn thành,24000,cod,
HD392810,KH39281,,0999001122,999 Đường Lý Tự Trọng, P. Bến Thành, Quận 1, Thành phố Hồ Chí Minh,Cà vạt,2025-07-26,2025-07-29,2025-07-28,Đang giao hàng,20000,Chuyển khoản,
HD683921,KH68392,Hồ Văn Hải,0922334455,222 Đường Lê Lợi, Phường 2, Quận 3, TPHCM,Đồng hồ,2025-08-02,2025-08-05,04/08/2025,Đang giao hàng,29000,Tiền mặt,
HD183920,KH18392,Mai Anh Tuấn,0888112233,121 Đường Sương Nguyệt Ánh, P. Bến Thành, Quận 1, TP. HCM,Máy ảnh,27-07-25,2025-07-30,2025-07-29,da giao,40000,Credit Card,Giao trong giờ hành chính
HD502938,KH50293,Nguyễn Thùy Linh,0877223344,232 Đường Tôn Thất Tùng, P. Phạm Ngũ Lão, Q1, TPHCM,Ống kính,2025-07-24,2025-07-27,,Huy,38000,COD,
HD839281,KH83928,Lê Thị Hoa,0866334455,343 Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, TP. HCM,Chân máy ảnh,2025-07-23,2025-07-26,2025-07-25,Hoàn thành,33000,Tiền mặt,
HD294810,KH29481,Trịnh Thị Mai,0976543210,656 Đường LMN, Phường 9, Quận 9, TP. HCM,Áo thun,2025-08-07,2025-08-10,09/08/2025,Dang giao,23000,cod,
HD402837,KH40283,Võ Minh Khang,0977445566,777 Đường Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TPHCM,Ví da,July 21, 2025,2025-07-24,23/07/2025,Đã giao thành công,28000,Tiền mặt,
HD938201,KH93820,Đinh Thị Ngọc,0988556677,888 Đường Đồng Khởi, P. Bến Nghé, q1, TP. HCM,Thắt lưng,2025-07-20,2025-07-23,2025-07-22,Hoàn thành,24000,cod,
HD392810,KH39281,Đoàn Văn Hậu,,999 Đường Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM,Cà vạt,2025-07-19,2025-07-22,,huy,20000,Chuyển khoản,
HD183920,KH18392,Mai Anh Tuấn,0888112233," 121 Đường Sương Nguyệt Ánh, P. Bến Thành, Quận 1, TP. HCM",Máy ảnh,2025-07-18,2025-07-21,2025-07-20,da giao,40000,Credit Card,Giao trong giờ hành chính
HD502938,KH50293,Nguyễn Thùy Linh,sodienthoai,232 Đường Tôn Thất Tùng, Phường Phạm Ngũ Lão, Q.1, TPHCM,Ống kính,2025-07-17,2025-07-20,19/07/2025,Đã giao thành công,38000,COD,
HD839281,KH83928,Lê Thị Hoa,0866334455,343 Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, TP. HCM,Chân máy ảnh,2025-07-16,2025-07-19,2025-07-18,Hoàn thành,33000,Tiền mặt,
HD481234,KH84736,Trần Văn Kiên,0903123456,15B Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, TP.HCM,Laptop Dell, Sạc dự phòng,2025-08-20,2025-08-23,2025-08-22,Đang giao hàng,50000,Thẻ tín dụng,Hàng giá trị cao
HD849201,KH19283,Lê Thị An,0984756321,205/3F CMT8, Phường 15, quan 10, Thành phố Hồ Chí Minh,Váy công sở,2025-08-19,2025-08-22,2025-08-21,Đã giao thành công,30000,COD,
HD123987,KH50293,Phạm Hoàng Yến,0918273645,88 Nguyễn Du, P. Bến Nghé, q.1, TP. HCM,Giày cao gót,2025-08-18,2025-08-21,,Hủy,35000,cod,Khách đổi ý
HD573921,KH83928,Vũ Đức Thắng,978543210,Hẻm 45 Trần Quốc Toản, Phường 8, Quận 3, TPHCM,Áo sơ mi,2025-08-17,2025-08-20,2025-08-20,Hoàn thành,25000,Tiền mặt,
HD859302,KH48273,Đặng Thu Trang,0938475610,Chung cư A2, lầu 5, phòng 501, Đường Nguyễn Hữu Cảnh, P.22, Bình Thạnh, TP. HCM,Nồi chiên không dầu,2025-08-16,2025-08-19,18/08/2025,da giao,45000,Chuyển khoản,
HD481234,KH84736,Trần Văn Kiên,0903123456,15B Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, TP.HCM,Laptop Dell, Sạc dự phòng,2025-08-20,2025-08-23,2025-08-22,Đang giao hàng,50000,Thẻ tín dụng,Hàng giá trị cao
HD192837,KH93847,Lý Gia Hân,0905837261,34 Pasteur, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh,Kem chống nắng, Bông tẩy trang,2025-08-15,2025-08-18,2025-08-17,Đã giao thành công,22000,COD,
HD840281,KH29384,Huỳnh Tấn Phát,,Số 10 Lý Thường Kiệt, Phường 12, Quận 5, TPHCM,Gấu bông,2025-08-14,2025-08-17,2025-08-16,Đang giao,30000,Credit Card,Gói quà giúp shop
HD749201,KH48127,Trần Ngọc Anh,0947382910,212/5B Nguyễn Oanh, Phường 17, Gò Vấp, TP. HCM,Điện thoại Samsung,2025-08-13,2025-08-16,15/08/2025,Hoàn thành,35000,Thẻ tín dụng,
HD391827,KH83928,Mai Chí Thọ,0913847261,18Bis/22 Nguyễn Thị Minh Khai, Đa Kao, q1, TP. HCM,Tai nghe Sony,12-08-25,2025-08-15,,Da huy,30000,cod,
HD683921,KH19283,Phan Thanh Bình,0987654321, " 90 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TPHCM ",Dây nịt da,2025-08-11,2025-08-14,2025-08-13,Đang giao,28000,Tiền mặt,
HD948201,KH50293,Vương Thị Lệ,0928374610,45/3A Sư Vạn Hạnh, Phường 9, Quận 10, Thành phố Hồ Chí Minh,Nước hoa Charme,2025-08-10,2025-08-13,2025-08-12,Đã giao thành công,32000,COD,
HD203948,KH83928,Tạ Minh Tâm,0965483712,78 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. HCM,Sữa rửa mặt,2025-08-09,2025-08-12,,Dang giao,25000,Chuyển khoản,
HD582019,KH48127,Dương Triệu Vũ,0902837465,Lô B, chung cư Nguyễn Thiện Thuật, P.1, Quận 3, TP.HCM,Máy chơi game PS5,August 08, 2025,2025-08-11,10/08/2025,da giao,60000,Credit Card,
HD839201,KH93847,Lưu Bích,0918273645,502/12 Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TP. HCM,Đĩa game,2025-08-07,2025-08-10,2025-08-09,Hoàn thành,30000,cod,
HD192837,KH29384,Nguyễn Hưng,so dien thoai sai,123/45/67 Trần Bình Trọng, Phường 2, Quận 5, Thành phố Hồ Chí Minh,Truyện tranh Conan,2025-08-06,2025-08-09,,huy,20000,Tiền mặt,
HD749201,KH19283,Như Quỳnh,0983746152,Chung cư H3, Hoàng Diệu, Phường 6, Quận 4, TP. HCM,Thú nhún,2025-08-05,2025-08-08,2025-08-07,Đã giao thành công,35000,COD,
HD402837,KH50293,Trường Vũ,0938271635,300/20 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TPHCM,Mô hình Gundam,2025-08-04,2025-08-07,06/08/2025,Đang giao hàng,40000,Thẻ tín dụng,
HD938201,KH83928,Mạnh Quỳnh,, " 18A Ngô Văn Năm, Phường Bến Nghé, Quận 1, TP. HCM ",Rượu vang,03-08-25,2025-08-06,2025-08-05,da giao,45000,cod,
HD392810,KH48127,Phi Nhung,0908372615,22 Đặng Thị Nhu, P. Nguyễn Thái Bình, Q1, Thành phố Hồ Chí Minh,Hạt dinh dưỡng,2025-08-02,2025-08-05,,Hủy,25000,Chuyển khoản,
HD183920,KH93847,Mỹ Tâm,0913827364,19 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, TPHCM,Khô gà lá chanh,2025-08-01,2025-08-04,2025-08-03,Hoàn thành,30000,Credit Card,
HD502938,KH29384,Đàm Vĩnh Hưng,0948372615,280 Lê Lai, Phường Bến Thành, Quận 1, TP. HCM,Bánh tráng trộn,2025-07-31,2025-08-03,02/08/2025,Đã giao thành công,20000,Tiền mặt,
HD839281,KH19283,Hồ Ngọc Hà,0987654321,55 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, TP. HCM,Cơm cháy chà bông,2025-07-30,2025-08-02,2025-08-01,Đang giao,22000,COD,
HD481234,KH50293,Trấn Thành,0903123456,39 Đỗ Quang Đẩu, P. Phạm Ngũ Lão, Q.1, Thành phố Hồ Chí Minh,Bia,2025-07-29,2025-08-01,2025-07-31,da giao,35000,cod,
HD849201,KH83928,Trường Giang,0918273645,45 Đề Thám, Phường Cô Giang, Quận 1, TPHCM,Nước ngọt,2025-07-28,2025-07-31,,huy,25000,Chuyển khoản,
HD123987,KH48127,Hari Won,0938475610,67 Cô Bắc, Phường Cô Giang, Quận 1, TP. HCM,Snack,2025-07-27,2025-07-30,2025-07-29,Hoàn thành,20000,Thẻ tín dụng,
HD573921,KH93847,Ngô Kiến Huy,0947382910,89 Cô Giang, Phường Cô Giang, Quận 1, TP. HCM,Khăn giấy,2025-07-26,2025-07-29,28/07/2025,Đã giao thành công,18000,Tiền mặt,
HD859302,KH29384,Đông Nhi,0905837261,111 Hồ Hảo Hớn, Phường Cô Giang, Quận 1, TPHCM,Bàn chải, Kem đánh răng,2025-07-25,2025-07-28,2025-07-27,Đang giao hàng,24000,COD,
HD192837,KH19283,Ông Cao Thắng,0913847261,133 Võ Văn Kiệt, Phường Cô Giang, q.1, TP.HCM,Dầu gội,2025-07-24,2025-07-27,2025-07-26,da giao,26000,cod,
HD840281,KH50293,Noo Phước Thịnh,0928374610,155 Trần Hưng Đạo, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh,Sữa tắm,2025-07-23,2025-07-26,,Hủy,28000,Chuyển khoản,
HD749201,KH83928,Sơn Tùng M-TP,0965483712,177 Nguyễn Cư Trinh, P. Nguyễn Cư Trinh, Quận 1, TPHCM,Xà phòng,2025-07-22,2025-07-25,2025-07-24,Hoàn thành,23000,Credit Card,
HD391827,KH48127,Bích Phương,0902837465,199 Cống Quỳnh, P. Nguyễn Cư Trinh, Q1, TP.HCM,Nước rửa chén,2025-07-21,2025-07-24,23/07/2025,Đã giao thành công,27000,Tiền mặt,
HD683921,KH93847,Hoàng Thùy Linh,0918273645,221 Nguyễn Thái Học, P. Phạm Ngũ Lão, Quận 1, TPHCM,Nước lau sàn,2025-07-20,2025-07-23,2025-07-22,Đang giao,29000,COD,
HD948201,KH29384,Đen Vâu,0983746152,243 Hoàng Diệu, Phường 6, Quận 4, Thành phố Hồ Chí Minh,Tẩy rửa bồn cầu,2025-07-19,2025-07-22,2025-07-21,da giao,31000,cod,
HD203948,KH19283,JustaTee,0938271635,265 Tôn Đản, Phường 15, Quận 4, TP. HCM,Túi rác,2025-07-18,2025-07-21,,huy,20000,Chuyển khoản,
HD582019,KH50293,Rhymastic,0908372615,287 Đoàn Văn Bơ, Phường 13, Quận 4, TPHCM,Găng tay cao su,2025-07-17,2025-07-20,2025-07-19,Hoàn thành,22000,Thẻ tín dụng,
HD839201,KH83928,Binz,0913827364,309 Xóm Chiếu, Phường 16, Quận 4, TP. HCM,Khẩu trang y tế,16-07-25,2025-07-19,18/07/2025,Đã giao thành công,24000,Tiền mặt,
HD192837,KH48127,Karik,0948372615,331 Vĩnh Khánh, Phường 8, Quận 4, TPHCM,Cồn 70 độ,2025-07-15,2025-07-18,2025-07-17,Đang giao hàng,26000,COD,
HD749201,KH93847,Suboi,0987654321,353 Tôn Thất Thuyết, Phường 1, Quận 4, Thành phố Hồ Chí Minh,Nước muối sinh lý,2025-07-14,2025-07-17,2025-07-16,da giao,28000,cod,
HD402837,KH29384,Wowy,0903123456,375 Nguyễn Tất Thành, Phường 13, Quận 4, TPHCM,Bông gòn,2025-07-13,2025-07-16,,Hủy,30000,Chuyển khoản,
HD938201,KH19283,Touliver,0918273645,397 Bến Vân Đồn, Phường 5, Quận 4, TPHCM,Băng keo cá nhân,2025-07-12,2025-07-15,2025-07-14,Hoàn thành,32000,Credit Card,
HD392810,KH50293,SlimV,0938475610,419 Khánh Hội, Phường 3, Quận 4, TP. HCM,Dầu gió,2025-07-11,2025-07-14,13/07/2025,Đã giao thành công,34000,Tiền mặt,
HD183920,KH83928,Tín Lê,0947382910,441 Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội,Thuốc nhỏ mắt,2025-07-10,2025-07-13,2025-07-12,Đang giao,36000,COD,
HD502938,KH48127,Masew,0905837261,463 Nguyễn Khoái, Phường 1, Quận 4, TPHCM,Nhiệt kế,2025-07-09,2025-07-12,2025-07-11,da giao,38000,cod,
HD839281,KH93847,Hoaprox,0913847261,485 Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội,Máy đo huyết áp,2025-07-08,2025-07-11,,Huy,40000,Chuyển khoản,
HD481234,KH29384,K-ICM,0928374610,507 Lạc Long Quân, Phường 5, Quận 11, TP. HCM,Máy xông mũi họng,2025-07-07,2025-07-10,2025-07-09,Hoàn thành,42000,Thẻ tín dụng,
HD849201,KH19283,Jack,0965483712,529 Âu Cơ, Phường Phú Trung, Tân Phú, TPHCM,Tã em bé,2025-07-06,2025-07-09,08/07/2025,Đã giao thành công,44000,Tiền mặt,
HD123987,KH50293,Erik,0902837465,551 Lũy Bán Bích, Phường Phú Thạnh, Tân Phú, TP. HCM,Sữa bột,2025-07-05,2025-07-08,2025-07-07,Đang giao hàng,46000,COD,
HD573921,KH83928,Min,0918273645,573 Hòa Bình, Phường Hiệp Tân, Tân Phú, TP. HCM,Bình sữa,2025-07-04,2025-07-07,2025-07-06,da giao,48000,cod,
HD859302,KH48127,AMEE,0983746152,595 Kênh Tân Hóa, Phường Hòa Thạnh, Tân Phú, TPHCM,Khăn ướt,2025-07-03,2025-07-06,,Hủy,50000,Chuyển khoản,
HD192837,KH93847,Đức Phúc,0938271635,617 Thoại Ngọc Hầu, Phường Hòa Thạnh, Tân Phú, TPHCM,Đồ chơi trẻ em,2025-07-02,2025-07-05,2025-07-04,Hoàn thành,30000,Credit Card,
HD840281,KH29384,Hòa Minzy,0908372615,639 Nguyễn Sơn, Phường Phú Thạnh, Tân Phú, TP.HCM,Xe đẩy em bé,2025-07-01,2025-07-04,03/07/2025,Đã giao thành công,60000,Tiền mặt,
HD749201,KH19283,Văn Mai Hương,0913827364,661 Tân Kỳ Tân Quý, Phường Tân Quý, Tân Phú, TPHCM,Ghế ăn dặm,2025-06-30,2025-07-03,2025-07-02,Đang giao,35000,COD,
HD391827,KH50293,Uyên Linh,0948372615,683 Trường Chinh, Phường Tây Thạnh, Tân Phú, TP.HCM,Nôi em bé,2025-06-29,2025-07-02,2025-07-01,da giao,55000,cod,
HD683921,KH83928,Thanh Lam,0987654321,705 Cộng Hòa, Phường 13, Tân Bình, TPHCM,Quần áo trẻ em,2025-06-28,2025-07-01,,huy,40000,Chuyển khoản,
HD948201,KH48127,Hồng Nhung,0903123456,727 Hoàng Văn Thụ, Phường 4, Tân Bình, TP.HCM,Giày dép trẻ em,2025-06-27,2025-06-30,2025-06-29,Hoàn thành,38000,Thẻ tín dụng,
HD203948,KH93847,Mỹ Linh,0918273645,749 Lý Thường Kiệt, Phường 8, Tân Bình, TPHCM,Mũ nón trẻ em,2025-06-26,2025-06-29,28/06/2025,Đã giao thành công,36000,Tiền mặt,
HD582019,KH29384,Trần Thu Hà,0938475610,771 Lạc Long Quân, Phường 10, Tân Bình, TP. HCM,Yếm ăn,2025-06-25,2025-06-28,2025-06-27,Đang giao hàng,34000,COD,
HD839201,KH19283,Phương Thanh,0947382910,793 Cách Mạng Tháng Tám, Phường 7, Tân Bình, TPHCM,Gối ôm,2025-06-24,2025-06-27,2025-06-26,da giao,32000,cod,
HD192837,KH50293,Lam Trường,0905837261,815 Hoàng Sa, Phường 9, Quận 3, TP.HCM,Chăn mền,2025-06-23,2025-06-26,,Hủy,42000,Chuyển khoản,
HD749201,KH83928,Đan Trường,0913847261,837 Trường Sa, Phường 14, Quận 3, TPHCM,Màn chụp,2025-06-22,2025-06-25,2025-06-24,Hoàn thành,44000,Credit Card,
HD402837,KH48127,Cẩm Ly,0928374610,859 Điện Biên Phủ, Phường 1, Quận 3, TPHCM,Tủ nhựa,2025-06-21,2025-06-24,23/06/2025,Đã giao thành công,80000,Tiền mặt,
HD938201,KH93847,Quang Dũng,0965483712,881 Nguyễn Đình Chiểu, Phường 2, Quận 3, TP. HCM,Thảm chơi,2025-06-20,2025-06-23,2025-06-22,Đang giao,50000,COD,
HD392810,KH29384,Thanh Thảo,0902837465,903 Bà Huyện Thanh Quan, Phường 6, Quận 3, TPHCM,Kệ sách,2025-06-19,2025-06-22,2025-06-21,da giao,60000,cod,
HD183920,KH19283,Ưng Hoàng Phúc,0918273645,925 Ngô Thời Nhiệm, Phường 6, Quận 3, TPHCM,Đèn ngủ,2025-06-18,2025-06-21,,huy,35000,Chuyển khoản,
HD502938,KH50293,Phạm Quỳnh Anh,0983746152,947 Tú Xương, Phường 7, Quận 3, TPHCM,Tranh treo tường,2025-06-17,2025-06-20,2025-06-19,Hoàn thành,45000,Thẻ tín dụng,
HD839281,KH83928,Thu Minh,0938271635,969 Trương Quyền, Phường 6, Quận 3, TPHCM,Rèm cửa,2025-06-16,2025-06-19,18/06/2025,Đã giao thành công,55000,Tiền mặt,
HD481234,KH48127,Tóc Tiên,0908372615,991 Lê Văn Sỹ, Phường 13, Quận 3, TPHCM,Bình hoa,2025-06-15,2025-06-18,2025-06-17,Đang giao hàng,40000,COD,
HD849201,KH93847,Isaac,0913827364,1013 Kỳ Đồng, Phường 9, Quận 3, TPHCM,Nến thơm,2025-06-14,2025-06-17,2025-06-16,da giao,38000,cod,
HD123987,KH29384,Jun Phạm,0948372615,1035 Trần Quang Diệu, Phường 14, Quận 3, TP. HCM,Tinh dầu,2025-06-13,2025-06-16,,Hủy,36000,Chuyển khoản,
HD573921,KH19283,S.T Sơn Thạch,0987654321,1057 Lý Chính Thắng, Phường 7, Quận 3, TPHCM,Đèn xông tinh dầu,2025-06-12,2025-06-15,2025-06-14,Hoàn thành,48000,Credit Card,
HD859302,KH50293,Will,0903123456,1079 Hai Bà Trưng, Phường 6, Quận 3, TPHCM,Thảm lau chân,11-06-25,2025-06-14,13/06/2025,Đã giao thành công,25000,Tiền mặt,
HD192837,KH83928,Ngô Thanh Vân,0918273645,1101 Hoàng Diệu, Phường 10, Phú Nhuận, TPHCM,Ổ cắm điện,2025-06-10,2025-06-13,2025-06-12,Đang giao,30000,COD,
HD840281,KH48127,Johnny Trí Nguyễn,0938475610,1123 Phan Xích Long, Phường 2, Phú Nhuận, TP.HCM,Bóng đèn,2025-06-09,2025-06-12,2025-06-11,da giao,28000,cod,
HD749201,KH93847,Dustin Nguyễn,0947382910,1145 Hoa Lan, Phường 2, Phú Nhuận, TP. HCM,Pin,2025-06-08,2025-06-11,,huy,20000,Chuyển khoản,
HD391827,KH29384,Thái Hòa,0905837261,1167 Thích Quảng Đức, Phường 4, Phú Nhuận, TPHCM,Dụng cụ sửa chữa,2025-06-07,2025-06-10,2025-06-09,Hoàn thành,50000,Thẻ tín dụng,
HD683921,KH19283,Việt Hương,0913847261,1189 Nguyễn Kiệm, Phường 3, Gò Vấp, TPHCM,Thang nhôm,2025-06-06,2025-06-09,08/06/2025,Đã giao thành công,100000,Tiền mặt,
HD948201,KH50293,Hoài Linh,0928374610,1211 Quang Trung, Phường 10, Gò Vấp, TP. HCM,Thùng carton,2025-06-05,2025-06-08,2025-06-07,Đang giao hàng,40000,COD,
HD203948,KH83928,Chí Tài,0965483712,1233 Phan Văn Trị, Phường 7, Gò Vấp, TPHCM,Băng keo,2025-06-04,2025-06-07,2025-06-06,da giao,25000,cod,
HD582019,KH48127,Thúy Nga,0902837465,1255 Lê Đức Thọ, Phường 16, Gò Vấp, TP. HCM,Dao, Kéo,2025-06-03,2025-06-06,,Hủy,28000,Chuyển khoản,
HD839201,KH93847,Việt Anh,0918273645,1277 Thống Nhất, Phường 11, Gò Vấp, TPHCM,Thớt,2025-06-02,2025-06-05,2025-06-04,Hoàn thành,30000,Credit Card,
HD192837,KH29384,Hồng Đăng,0983746152,1299 Nguyễn Oanh, Phường 6, Gò Vấp, TP. HCM,Chảo chống dính,2025-06-01,2025-06-04,03/06/2025,Đã giao thành công,45000,Tiền mặt,
HD749201,KH19283,Mạnh Trường,0938271635,1321 Cây Trâm, Phường 8, Gò Vấp, TP.HCM,Nồi,2025-05-31,2025-06-03,2025-06-02,Đang giao,40000,COD,
HD402837,KH50293,Phương Oanh,0908372615,1343 Phạm Văn Chiêu, Phường 14, Gò Vấp, TPHCM,Bát, Đĩa,2025-05-30,2025-06-02,2025-06-01,da giao,35000,cod,
HD938201,KH83928,Thu Quỳnh,0913827364,1365 Lê Văn Thọ, Phường 9, Gò Vấp, TP.HCM,Đũa, Thìa,2025-05-29,2025-06-01,,huy,25000,Chuyển khoản,
HD392810,KH48127,Bảo Thanh,0948372615,1387 Nguyễn Văn Lượng, Phường 17, Gò Vấp, TPHCM,Ly, Cốc,2025-05-28,2025-05-31,2025-05-30,Hoàn thành,28000,Thẻ tín dụng,
HD183920,KH93847,Quốc Trường,0987654321,1409 An Nhơn, Phường 17, Gò Vấp, TP. HCM,Hộp đựng thực phẩm,2025-05-27,2025-05-30,29/05/2025,Đã giao thành công,30000,Tiền mặt,
HD502938,KH29384,Bảo Hân,0903123456,1431 Nguyễn Bỉnh Khiêm, Phường 1, Gò Vấp, TP.HCM,Màng bọc thực phẩm,2025-05-26,2025-05-29,2025-05-28,Đang giao hàng,22000,COD,
HD839281,KH19283,Quang Anh,0918273645,1453 Dương Quảng Hàm, Phường 5, Gò Vấp, TP. HCM,Giấy ăn,2025-05-25,2025-05-28,2025-05-27,da giao,20000,cod,
HD481234,KH50293,Trọng Tấn,0938475610,1475 Trần Bá Giao, Phường 5, Gò Vấp, TP. HCM,Tăm,2025-05-24,2025-05-27,,Hủy,15000,Chuyển khoản,
HD849201,KH83928,Anh Thơ,0947382910,1497 Huỳnh Văn Nghệ, Phường 12, Gò Vấp, TPHCM,Nước rửa tay,2025-05-23,2025-05-26,2025-05-25,Hoàn thành,26000,Credit Card,
