content,rating,created_at,thank_count,label
dich vu kh0ng tot xịn xò kaka 👎 <b>,2,2025-08-03 05:20:50,15,neg
shop tra loi cham quá chán lmao 😭 <div>,1,2025-04-26 05:20:50,44,neg
shop tra loi cham dở ẹc zzz 😤 <br>,3,2024-09-03 05:20:50,45,neg
dong goi so sai xịn xò kaka 😂 <p>,1,2025-02-02 05:20:50,35,neg
kh0ng nen mµ4 xàm xí vl 😭 <b>,1,2024-10-12 05:20:50,41,neg
rat that vong toang fnjskf 😤 <b>,3,2025-05-01 05:20:50,49,neg
dich vu kh0ng tot xịn xò fnjskf 🙄 <b>,1,2024-12-13 05:20:50,14,neg
dich vu kh0ng tot chưa đủ wow vl 👎 <i>,2,2025-08-09 05:20:50,23,neg
ch4t lu0ng qua kem xịn xò wtf 😤 <p>,1,2025-06-10 05:20:50,0,neg
ch4t lu0ng qua kem dở ẹc omg 🙄 <div>,2,2024-12-19 05:20:50,26,neg
gi4 cao ma kh0ng dang ti3n xàm xí kaka 😂 <div>,2,2024-10-01 05:20:50,27,neg
gi4 cao ma kh0ng dang ti3n xàm xí vl 🤮 <p>,1,2024-08-28 05:20:50,39,neg
kh0ng nen mµ4 tạch fnjskf 😡 <i>,1,2025-06-17 05:20:50,35,neg
dong goi so sai tạch fnjskf 😂 <b>,2,2025-04-08 05:20:50,38,neg
rat that vong chưa đủ wow vl 😤 <i>,2,2025-01-20 05:20:50,25,neg
dich vu kh0ng tot xịn xò omg 😂 <i>,3,2025-02-17 05:20:50,2,neg
s4n ph4m nay rat te toang fnjskf 👎 <div>,2,2024-09-05 05:20:50,27,neg
shop tra loi cham tạch huhu 🤮 <div>,3,2025-08-20 05:20:50,2,neg
dong goi so sai dở ẹc wtf 👎 <br>,2,2025-08-07 05:20:50,1,neg
shop tra loi cham toang wtf 😂 <br>,1,2025-03-12 05:20:50,41,neg
shop tra loi cham chưa đủ wow zzz 😂 <b>,3,2024-12-24 05:20:50,2,neg
rat that vong chưa đủ wow wtf 😭 <div>,3,2025-05-11 05:20:50,13,neg
gi4 cao ma kh0ng dang ti3n xịn xò huhu 😭 <p>,1,2025-02-21 05:20:50,21,neg
s4n ph4m nay rat te xàm xí omg 🙄 <br>,1,2025-03-05 05:20:50,27,neg
ch4t lu0ng qua kem dở ẹc lmao 😡 <br>,2,2025-07-28 05:20:50,13,neg
shop tra loi cham quá chán kaka 🙄 <i>,3,2024-10-16 05:20:50,0,neg
ch4t lu0ng qua kem tạch lmao 😂 <i>,1,2025-06-16 05:20:50,46,neg
gi4 cao ma kh0ng dang ti3n quá chán kaka 😤 <i>,1,2024-12-15 05:20:50,37,neg
rat that vong toang wtf 🤮 <div>,1,2025-02-23 05:20:50,12,neg
kh0ng nen mµ4 xịn xò vl 😤 <b>,3,2024-08-25 05:20:50,9,neg
s4n ph4m nay rat te dở ẹc huhu 🤮 <br>,2,2025-05-15 05:20:50,34,neg
dong goi so sai xịn xò lmao 😭 <br>,2,2025-04-30 05:20:50,31,neg
shop tra loi cham dở ẹc zzz 👎 <p>,3,2025-01-01 05:20:50,5,neg
dich vu kh0ng tot tạch wtf 😡 <b>,1,2025-02-25 05:20:50,21,neg
s4n ph4m nay rat te xàm xí omg 😡 <b>,2,2025-01-20 05:20:50,26,neg
gi4 cao ma kh0ng dang ti3n dở ẹc zzz 🤮 <br>,3,2025-08-24 05:20:50,9,neg
ch4t lu0ng qua kem tạch omg 😡 <p>,2,2025-06-23 05:20:50,45,neg
gi4 cao ma kh0ng dang ti3n toang vl 😤 <p>,2,2025-07-16 05:20:50,11,neg
s4n ph4m nay rat te xàm xí kaka 😤 <i>,2,2024-10-09 05:20:50,0,neg
ch4t lu0ng qua kem xàm xí zzz 😤 <i>,2,2025-04-13 05:20:50,41,neg
rat that vong dở ẹc vl 🤮 <i>,2,2025-08-21 05:20:50,4,neg
rat that vong xịn xò wtf 🤮 <i>,2,2025-06-07 05:20:50,5,neg
ch4t lu0ng qua kem xàm xí vl 🤮 <i>,3,2024-10-26 05:20:50,39,neg
rat that vong xịn xò huhu 😡 <b>,2,2024-10-10 05:20:50,26,neg
gi4 cao ma kh0ng dang ti3n toang kaka 😡 <i>,1,2025-05-25 05:20:50,37,neg
dong goi so sai xàm xí huhu 🙄 <i>,3,2025-01-29 05:20:50,18,neg
gi4 cao ma kh0ng dang ti3n quá chán vl 😭 <i>,2,2025-06-06 05:20:50,17,neg
shop tra loi cham toang wtf 👎 <div>,1,2025-07-08 05:20:50,3,neg
dong goi so sai toang huhu 😡 <i>,1,2025-04-17 05:20:50,49,neg
s4n ph4m nay rat te toang huhu 🤮 <br>,1,2025-05-20 05:20:50,34,neg
gi4 cao ma kh0ng dang ti3n chưa đủ wow fnjskf 😂 <p>,2,2025-04-14 05:20:50,21,neg
gi4 cao ma kh0ng dang ti3n quá chán zzz 👎 <br>,3,2025-07-15 05:20:50,23,neg
rat that vong chưa đủ wow huhu 😡 <b>,1,2024-12-25 05:20:50,37,neg
ch4t lu0ng qua kem dở ẹc kaka 😂 <div>,3,2024-09-19 05:20:50,32,neg
dich vu kh0ng tot toang huhu 👎 <p>,1,2024-10-20 05:20:50,0,neg
s4n ph4m nay rat te toang zzz 🤮 <i>,1,2025-07-16 05:20:50,29,neg
rat that vong chưa đủ wow omg 😭 <b>,2,2025-06-17 05:20:50,3,neg
rat that vong xịn xò omg 😤 <p>,1,2024-12-19 05:20:50,26,neg
dong goi so sai xàm xí huhu 😡 <br>,3,2025-05-26 05:20:50,8,neg
ch4t lu0ng qua kem dở ẹc lmao 😂 <br>,3,2025-02-11 05:20:50,34,neg
kh0ng nen mµ4 tạch lmao 🤮 <i>,1,2024-09-22 05:20:50,0,neg
rat that vong chưa đủ wow huhu 😤 <p>,1,2025-06-02 05:20:50,41,neg
rat that vong chưa đủ wow fnjskf 😤 <p>,3,2025-05-03 05:20:50,34,neg
shop tra loi cham toang zzz 🤮 <p>,1,2025-02-23 05:20:50,36,neg
s4n ph4m nay rat te quá chán kaka 🤮 <b>,3,2024-08-29 05:20:50,44,neg
dong goi so sai tạch wtf 😭 <i>,1,2025-04-11 05:20:50,24,neg
dong goi so sai quá chán lmao 😡 <b>,3,2024-11-08 05:20:50,46,neg
kh0ng nen mµ4 dở ẹc wtf 😂 <b>,3,2025-08-18 05:20:50,0,neg
shop tra loi cham tạch wtf 😭 <div>,3,2024-11-23 05:20:50,47,neg
kh0ng nen mµ4 tạch vl 😂 <div>,2,2025-06-20 05:20:50,4,neg
dich vu kh0ng tot chưa đủ wow fnjskf 😂 <br>,1,2025-07-15 05:20:50,25,neg
s4n ph4m nay rat te toang zzz 🙄 <p>,3,2024-10-11 05:20:50,24,neg
shop tra loi cham toang omg 🤮 <p>,1,2025-05-16 05:20:50,47,neg
s4n ph4m nay rat te tạch kaka 😡 <div>,1,2025-01-01 05:20:50,12,neg
dong goi so sai toang huhu 🤮 <br>,3,2024-09-16 05:20:50,49,neg
s4n ph4m nay rat te dở ẹc fnjskf 🤮 <div>,2,2024-11-20 05:20:50,32,neg
shop tra loi cham chưa đủ wow huhu 😤 <b>,1,2024-11-25 05:20:50,50,neg
rat that vong tạch lmao 👎 <b>,3,2025-03-12 05:20:50,41,neg
gi4 cao ma kh0ng dang ti3n xịn xò zzz 🙄 <b>,3,2025-05-07 05:20:50,17,neg
ch4t lu0ng qua kem xàm xí vl 🙄 <i>,2,2025-02-26 05:20:50,4,neg
rat that vong dở ẹc huhu 😂 <i>,1,2025-05-17 05:20:50,9,neg
dong goi so sai xàm xí vl 🙄 <i>,3,2025-02-17 05:20:50,6,neg
kh0ng nen mµ4 quá chán vl 🤮 <div>,3,2025-06-16 05:20:50,23,neg
s4n ph4m nay rat te xịn xò lmao 🤮 <i>,1,2024-09-12 05:20:50,37,neg
gi4 cao ma kh0ng dang ti3n dở ẹc huhu 🙄 <i>,2,2025-05-27 05:20:50,21,neg
ch4t lu0ng qua kem dở ẹc vl 😂 <b>,3,2025-08-22 05:20:50,9,neg
dich vu kh0ng tot quá chán wtf 👎 <div>,1,2025-07-05 05:20:50,38,neg
kh0ng nen mµ4 quá chán wtf 😂 <p>,2,2025-02-18 05:20:50,34,neg
shop tra loi cham toang fnjskf 😡 <br>,1,2025-06-25 05:20:50,22,neg
ch4t lu0ng qua kem xàm xí kaka 🤮 <div>,3,2024-12-17 05:20:50,48,neg
ch4t lu0ng qua kem toang lmao 😂 <br>,1,2025-03-14 05:20:50,21,neg
dong goi so sai dở ẹc zzz 🙄 <br>,1,2025-03-17 05:20:50,31,neg
s4n ph4m nay rat te xàm xí vl 😡 <i>,1,2025-05-09 05:20:50,5,neg
dich vu kh0ng tot quá chán huhu 😤 <i>,1,2025-05-08 05:20:50,47,neg
shop tra loi cham xịn xò zzz 😂 <div>,2,2025-08-17 05:20:50,20,neg
gi4 cao ma kh0ng dang ti3n dở ẹc zzz 🙄 <p>,1,2025-07-23 05:20:50,19,neg
s4n ph4m nay rat te xịn xò zzz 🤮 <br>,1,2025-03-03 05:20:50,23,neg
shop tra loi cham tạch kaka 🤮 <i>,1,2025-08-11 05:20:50,11,neg
ch4t lu0ng qua kem chưa đủ wow huhu 😡 <br>,2,2025-08-08 05:20:50,23,neg
kh0ng nen mµ4 quá chán kaka 🤮 <br>,1,2025-04-28 05:20:50,15,neg
kh0ng nen mµ4 quá chán huhu 😡 <i>,3,2025-05-21 05:20:50,11,neg
s4n ph4m nay rat te xịn xò huhu 😤 <div>,3,2024-12-10 05:20:50,5,neg
rat that vong chưa đủ wow omg 🤮 <p>,1,2024-12-31 05:20:50,15,neg
s4n ph4m nay rat te xàm xí wtf 🙄 <br>,3,2024-09-15 05:20:50,8,neg
rat that vong xịn xò omg 🙄 <i>,3,2025-06-07 05:20:50,12,neg
kh0ng nen mµ4 tạch fnjskf 😭 <i>,1,2025-08-22 05:20:50,36,neg
ch4t lu0ng qua kem quá chán kaka 😭 <div>,1,2025-08-03 05:20:50,44,neg
kh0ng nen mµ4 tạch vl 😤 <p>,2,2025-05-25 05:20:50,15,neg
dich vu kh0ng tot dở ẹc vl 😡 <b>,2,2025-07-10 05:20:50,22,neg
ch4t lu0ng qua kem dở ẹc zzz 😂 <p>,1,2024-11-18 05:20:50,46,neg
dong goi so sai toang wtf 😭 <b>,2,2025-01-27 05:20:50,36,neg
kh0ng nen mµ4 dở ẹc fnjskf 😭 <p>,2,2024-11-02 05:20:50,11,neg
kh0ng nen mµ4 xịn xò huhu 😭 <i>,3,2024-09-11 05:20:50,28,neg
dich vu kh0ng tot tạch wtf 😤 <p>,1,2025-06-21 05:20:50,25,neg
ch4t lu0ng qua kem xịn xò vl 👎 <b>,1,2025-05-19 05:20:50,44,neg
dong goi so sai xàm xí wtf 😂 <b>,3,2025-06-16 05:20:50,9,neg
dich vu kh0ng tot xịn xò kaka 😂 <b>,1,2025-03-23 05:20:50,9,neg
s4n ph4m nay rat te quá chán kaka 😭 <p>,1,2024-11-21 05:20:50,12,neg
kh0ng nen mµ4 xàm xí kaka 🙄 <br>,2,2024-10-23 05:20:50,16,neg
s4n ph4m nay rat te xịn xò omg 🤮 <div>,2,2025-06-18 05:20:50,48,neg
dong goi so sai tạch omg 😤 <i>,1,2025-04-15 05:20:50,35,neg
dong goi so sai xàm xí fnjskf 👎 <p>,2,2025-07-21 05:20:50,35,neg
rat that vong chưa đủ wow huhu 👎 <b>,2,2024-09-19 05:20:50,34,neg
gi4 cao ma kh0ng dang ti3n dở ẹc huhu 😂 <i>,2,2024-09-13 05:20:50,10,neg
shop tra loi cham quá chán vl 😤 <div>,2,2025-02-09 05:20:50,46,neg
gi4 cao ma kh0ng dang ti3n xàm xí kaka 👎 <div>,3,2025-04-01 05:20:50,22,neg
rat that vong toang zzz 😤 <i>,2,2025-01-05 05:20:50,5,neg
ch4t lu0ng qua kem chưa đủ wow zzz 🤮 <p>,2,2024-09-15 05:20:50,43,neg
ch4t lu0ng qua kem dở ẹc fnjskf 😭 <div>,2,2025-02-08 05:20:50,48,neg
dich vu kh0ng tot tạch lmao 😤 <br>,2,2025-02-20 05:20:50,44,neg
kh0ng nen mµ4 toang zzz 😤 <br>,2,2024-12-21 05:20:50,42,neg
dich vu kh0ng tot chưa đủ wow huhu 🤮 <p>,3,2025-01-11 05:20:50,4,neg
dich vu kh0ng tot xịn xò huhu 🙄 <i>,3,2025-07-24 05:20:50,12,neg
gi4 cao ma kh0ng dang ti3n toang vl 🤮 <i>,3,2024-11-02 05:20:50,24,neg
dich vu kh0ng tot tạch huhu 🤮 <br>,2,2025-02-23 05:20:50,38,neg
kh0ng nen mµ4 dở ẹc vl 🤮 <b>,2,2025-08-03 05:20:50,0,neg
kh0ng nen mµ4 toang omg 😭 <br>,2,2025-04-29 05:20:50,30,neg
dong goi so sai toang kaka 🙄 <br>,2,2025-08-12 05:20:50,17,neg
dich vu kh0ng tot dở ẹc huhu 🙄 <div>,1,2025-02-23 05:20:50,6,neg
ch4t lu0ng qua kem quá chán zzz 😂 <p>,2,2025-01-19 05:20:50,44,neg
shop tra loi cham toang zzz 😭 <div>,3,2024-10-15 05:20:50,34,neg
rat that vong toang wtf 😤 <b>,1,2025-01-18 05:20:50,29,neg
shop tra loi cham chưa đủ wow zzz 😂 <i>,3,2025-06-09 05:20:50,2,neg
gi4 cao ma kh0ng dang ti3n tạch fnjskf 😤 <i>,3,2025-01-22 05:20:50,7,neg
dich vu kh0ng tot tạch vl 😤 <div>,1,2025-07-01 05:20:50,42,neg
kh0ng nen mµ4 quá chán vl 🙄 <div>,3,2025-01-07 05:20:50,15,neg
dong goi so sai xàm xí vl 🙄 <div>,3,2024-09-24 05:20:50,10,neg
kh0ng nen mµ4 chưa đủ wow huhu 🙄 <p>,1,2024-11-05 05:20:50,4,neg
kh0ng nen mµ4 xàm xí wtf 🙄 <br>,1,2024-11-25 05:20:50,47,neg
shop tra loi cham xàm xí wtf 🙄 <br>,1,2025-08-15 05:20:50,16,neg
ch4t lu0ng qua kem toang zzz 😡 <br>,3,2024-12-04 05:20:50,0,neg
dong goi so sai chưa đủ wow lmao 😂 <div>,1,2025-06-06 05:20:50,4,neg
kh0ng nen mµ4 chưa đủ wow fnjskf 🤮 <br>,1,2024-11-13 05:20:50,50,neg
shop tra loi cham dở ẹc fnjskf 😂 <div>,3,2025-01-05 05:20:50,13,neg
rat that vong tạch kaka 😂 <b>,2,2024-08-25 05:20:50,1,neg
s4n ph4m nay rat te quá chán omg 😂 <p>,3,2024-09-15 05:20:50,41,neg
dong goi so sai xịn xò omg 👎 <b>,3,2024-09-26 05:20:50,9,neg
dong goi so sai toang lmao 🙄 <br>,1,2025-07-08 05:20:50,10,neg
rat that vong xàm xí fnjskf 🤮 <b>,3,2025-02-05 05:20:50,8,neg
ch4t lu0ng qua kem xàm xí vl 😤 <div>,3,2025-05-27 05:20:50,8,neg
kh0ng nen mµ4 chưa đủ wow omg 😡 <p>,1,2024-10-02 05:20:50,29,neg
dich vu kh0ng tot toang huhu 🤮 <div>,2,2024-09-13 05:20:50,31,neg
dich vu kh0ng tot xịn xò wtf 😂 <br>,3,2024-09-04 05:20:50,50,neg
gi4 cao ma kh0ng dang ti3n chưa đủ wow vl 😡 <i>,3,2025-05-27 05:20:50,11,neg
dich vu kh0ng tot xàm xí zzz 😭 <br>,3,2024-11-19 05:20:50,33,neg
s4n ph4m nay rat te tạch zzz 🙄 <br>,2,2024-12-04 05:20:50,45,neg
ch4t lu0ng qua kem chưa đủ wow vl 🤮 <p>,1,2024-12-16 05:20:50,28,neg
kh0ng nen mµ4 toang kaka 👎 <br>,1,2024-08-29 05:20:50,5,neg
dong goi so sai dở ẹc kaka 😂 <i>,3,2024-10-12 05:20:50,27,neg
shop tra loi cham dở ẹc lmao 🙄 <div>,2,2025-05-06 05:20:50,32,neg
dong goi so sai xàm xí huhu 😡 <i>,2,2024-12-07 05:20:50,49,neg
s4n ph4m nay rat te chưa đủ wow huhu 🤮 <br>,2,2024-09-27 05:20:50,1,neg
shop tra loi cham xàm xí zzz 😤 <i>,2,2025-02-23 05:20:50,25,neg
dong goi so sai dở ẹc zzz 😭 <p>,1,2024-09-10 05:20:50,15,neg
s4n ph4m nay rat te chưa đủ wow vl 😂 <p>,3,2024-11-05 05:20:50,17,neg
shop tra loi cham tạch omg 😡 <br>,2,2025-06-30 05:20:50,39,neg
gi4 cao ma kh0ng dang ti3n xịn xò huhu 😤 <p>,1,2024-09-22 05:20:50,26,neg
kh0ng nen mµ4 quá chán lmao 😂 <p>,3,2025-01-01 05:20:50,0,neg
shop tra loi cham chưa đủ wow huhu 🙄 <br>,3,2024-12-27 05:20:50,30,neg
