content,rating,created_at,thank_count
"</span>shipper tớj trễ qá, chưa đủ wow luôn 😂</div>",4,2025-07-17 00:17:54,0
đợi dài cả cổ mà chx thâý j hết 😑 😤 fnjskf,1,2025-08-08 00:17:54,20
đợi dài cả cổ mà chx thâý j hết 😑 phèn 😂 fnjskf,1,2025-08-18 00:17:54,29
<br>t4j kh0an ko báo trc lun ngầu lòi 😢</i>,5,2025-08-19 00:17:54,17
</div>đợi mỏi măt mà chưa thấy j cả 😡 hết nấc 👎<i>,5,2025-07-16 00:17:54,18
"giao lẹ lẹ chứ v, chờ phèn quá",1,2025-08-13 00:17:54,37
đợi dài cả cổ mà chx thâý j hết 😑 💔,4,2025-07-13 00:17:54,38
fnjskf hàng tới lâu wá 👎 💀,2,2025-07-19 00:17:54,17
"giao lẹ lẹ chứ v, chờ phèn quá hết nấc",4,2025-07-22 00:17:54,11
<br>đợi dài cả cổ mà chx thâý j hết 😑 😡<span>,5,2025-08-16 00:17:54,26
"shipper tớj trễ qá, chưa đủ wow luôn phèn",5,2025-07-05 00:17:54,40
"dịch vụ vch, chậm như rùa 🐢 😡",4,2025-07-16 00:17:54,13
"ko ổn áp, gjo mới tới 😭",5,2025-06-29 00:17:54,30
"tới muộn hẳn 3 ng4y, k vui nha 😒 hết nấc 💔",4,2025-07-06 00:17:54,24
"ko ổn áp, gjo mới tới 😭 fnjskf",2,2025-07-24 00:17:54,11
đợi dài cả cổ mà chx thâý j hết 😑 phèn,4,2025-08-08 00:17:54,14
"shipper tớj trễ qá, chưa đủ wow luôn 🔥",4,2025-07-09 00:17:54,28
giao h4ng chậm vcl 😤 căng đét 🔥,5,2025-07-09 00:17:54,7
"<i>shipper tớj trễ qá, chưa đủ wow luôn căng đét<b>",5,2025-07-31 00:17:54,41
</div>fnjskf hàng tới lâu wá 👎 💀</i> fnjskf,5,2025-08-16 00:17:54,48
</div>giao h4ng chậm vcl 😤 😢<b>,1,2025-07-23 00:17:54,42
đợi dài cả cổ mà chx thâý j hết 😑 phèn 👎,2,2025-07-30 00:17:54,30
"dịch vụ vch, chậm như rùa 🐢 căng đét 😤",1,2025-07-16 00:17:54,4
"<span>shipper tớj trễ qá, chưa đủ wow luôn ảo ma ✨<i>",2,2025-08-14 00:17:54,49
đợi mỏi măt mà chưa thấy j cả 😡 ngầu lòi 💔,5,2025-07-04 00:17:54,25
</span>đợi mỏi măt mà chưa thấy j cả 😡 hết nấc 😢</i>,5,2025-07-27 00:17:54,34
"</div>dịch vụ vch, chậm như rùa 🐢 ngầu lòi 💔</span>",3,2025-06-30 00:17:54,5
<span>fnjskf hàng tới lâu wá 👎 👍</div>,1,2025-08-17 00:17:54,7
"<span>giao lẹ lẹ chứ v, chờ phèn quá 👎<br>",5,2025-07-21 00:17:54,1
<span>giao h4ng chậm vcl 😤 hơi lú 💀<span> fnjskf,4,2025-07-30 00:17:54,27
"</b>tới muộn hẳn 3 ng4y, k vui nha 😒</div> fnjskf",2,2025-08-22 00:17:54,30
"dịch vụ vch, chậm như rùa 🐢 👎",2,2025-07-30 00:17:54,44
t4j kh0an ko báo trc lun hơi lú 😂,5,2025-07-30 00:17:54,37
đợi mỏi măt mà chưa thấy j cả 😡 phèn 😤,2,2025-08-25 00:17:54,6
</div>đợi mỏi măt mà chưa thấy j cả 😡 😢</span>,3,2025-07-08 00:17:54,27
đợi dài cả cổ mà chx thâý j hết 😑 👍 fnjskf,2,2025-07-29 00:17:54,43
"shipper tớj trễ qá, chưa đủ wow luôn chill 😂 fnjskf",3,2025-07-29 00:17:54,0
"tới muộn hẳn 3 ng4y, k vui nha 😒 hơi lú",4,2025-07-15 00:17:54,14
đợi dài cả cổ mà chx thâý j hết 😑 căng đét 💀,2,2025-07-26 00:17:54,27
"tới muộn hẳn 3 ng4y, k vui nha 😒 ảo ma 🔥",5,2025-08-15 00:17:54,20
<br>đợi mỏi măt mà chưa thấy j cả 😡<i>,2,2025-07-24 00:17:54,36
</span>giao h4ng chậm vcl 😤 ngầu lòi 😤<i>,5,2025-08-10 00:17:54,0
đợi dài cả cổ mà chx thâý j hết 😑,3,2025-08-24 00:17:54,5
"</span>giao lẹ lẹ chứ v, chờ phèn quá hết nấc 😡<b>",5,2025-08-08 00:17:54,24
<i>fnjskf hàng tới lâu wá 👎 ✨<b>,3,2025-07-24 00:17:54,46
"<span>ko ổn áp, gjo mới tới 😭 chill 😤<span>",3,2025-08-18 00:17:54,36
"dịch vụ vch, chậm như rùa 🐢 xịn xò 💔 fnjskf",2,2025-07-25 00:17:54,47
"dịch vụ vch, chậm như rùa 🐢 fnjskf",2,2025-07-16 00:17:54,41
"dịch vụ vch, chậm như rùa 🐢",3,2025-08-14 00:17:54,40
"ko ổn áp, gjo mới tới 😭 ngầu lòi",3,2025-07-01 00:17:54,14
<i>t4j kh0an ko báo trc lun 💔<i>,1,2025-07-06 00:17:54,45
giao h4ng chậm vcl 😤 👍,4,2025-07-12 00:17:54,20
t4j kh0an ko báo trc lun phèn 😤 fnjskf,5,2025-07-01 00:17:54,46
"ko ổn áp, gjo mới tới 😭 👍 fnjskf",5,2025-08-15 00:17:54,26
"shipper tớj trễ qá, chưa đủ wow luôn 😂 fnjskf",4,2025-07-02 00:17:54,36
t4j kh0an ko báo trc lun ảo ma,5,2025-08-12 00:17:54,49
"shipper tớj trễ qá, chưa đủ wow luôn hết nấc 👍",2,2025-07-28 00:17:54,39
<span>đợi mỏi măt mà chưa thấy j cả 😡 👎</b>,2,2025-07-24 00:17:54,47
"tới muộn hẳn 3 ng4y, k vui nha 😒",2,2025-08-04 00:17:54,18
"dịch vụ vch, chậm như rùa 🐢 phèn 🔥 fnjskf",4,2025-07-15 00:17:54,12
t4j kh0an ko báo trc lun fnjskf,3,2025-07-20 00:17:54,18
"<div>shipper tớj trễ qá, chưa đủ wow luôn xịn xò 😤</i>",4,2025-07-01 00:17:54,34
"<i>tới muộn hẳn 3 ng4y, k vui nha 😒 ngầu lòi 💔</span>",3,2025-07-01 00:17:54,28
giao h4ng chậm vcl 😤,3,2025-08-08 00:17:54,18
</div>đợi mỏi măt mà chưa thấy j cả 😡 hết nấc 👎</i>,2,2025-08-10 00:17:54,41
"<i>giao lẹ lẹ chứ v, chờ phèn quá hơi lú</div>",5,2025-07-16 00:17:54,38
"shipper tớj trễ qá, chưa đủ wow luôn 💀",2,2025-07-07 00:17:54,14
"</i>dịch vụ vch, chậm như rùa 🐢 🔥</div>",4,2025-08-16 00:17:54,27
đợi mỏi măt mà chưa thấy j cả 😡 👍,1,2025-07-03 00:17:54,39
"<span>giao lẹ lẹ chứ v, chờ phèn quá 💀<br>",2,2025-07-25 00:17:54,37
<span>giao h4ng chậm vcl 😤 😡<div>,3,2025-07-29 00:17:54,16
"<b>shipper tớj trễ qá, chưa đủ wow luôn chill</b>",4,2025-07-20 00:17:54,48
"shipper tớj trễ qá, chưa đủ wow luôn xịn xò",1,2025-06-27 00:17:54,42
"tới muộn hẳn 3 ng4y, k vui nha 😒 căng đét 😂",4,2025-08-01 00:17:54,13
"</i>ko ổn áp, gjo mới tới 😭 💔<div>",1,2025-07-21 00:17:54,15
"dịch vụ vch, chậm như rùa 🐢",1,2025-08-12 00:17:54,11
"ko ổn áp, gjo mới tới 😭",2,2025-07-20 00:17:54,15
"</b>tới muộn hẳn 3 ng4y, k vui nha 😒 🔥<b>",4,2025-07-30 00:17:54,41
t4j kh0an ko báo trc lun 😢 fnjskf,2,2025-08-04 00:17:54,38
đợi dài cả cổ mà chx thâý j hết 😑 chill,5,2025-08-16 00:17:54,26
t4j kh0an ko báo trc lun 😤,3,2025-08-17 00:17:54,2
"shipper tớj trễ qá, chưa đủ wow luôn 😂 fnjskf",1,2025-07-13 00:17:54,25
giao h4ng chậm vcl 😤 😂 fnjskf,3,2025-07-12 00:17:54,11
"tới muộn hẳn 3 ng4y, k vui nha 😒 phèn 😂 fnjskf",2,2025-07-16 00:17:54,10
đợi dài cả cổ mà chx thâý j hết 😑 ngầu lòi 👍,3,2025-08-15 00:17:54,35
đợi dài cả cổ mà chx thâý j hết 😑 chill fnjskf,4,2025-07-05 00:17:54,38
fnjskf hàng tới lâu wá 👎 hết nấc 👎,5,2025-08-07 00:17:54,9
đợi dài cả cổ mà chx thâý j hết 😑 phèn 😤 fnjskf,4,2025-07-24 00:17:54,35
"giao lẹ lẹ chứ v, chờ phèn quá",4,2025-07-18 00:17:54,43
fnjskf hàng tới lâu wá 👎 👎,4,2025-08-12 00:17:54,30
giao h4ng chậm vcl 😤 ảo ma,5,2025-07-14 00:17:54,11
</span>fnjskf hàng tới lâu wá 👎<span>,3,2025-08-12 00:17:54,11
giao h4ng chậm vcl 😤 fnjskf,4,2025-07-25 00:17:54,39
"tới muộn hẳn 3 ng4y, k vui nha 😒 fnjskf",1,2025-08-09 00:17:54,46
</i>đợi mỏi măt mà chưa thấy j cả 😡 phèn 👎<br> fnjskf,4,2025-07-13 00:17:54,22
giao h4ng chậm vcl 😤 chill fnjskf,4,2025-07-13 00:17:54,44
đợi mỏi măt mà chưa thấy j cả 😡 hết nấc 😡 fnjskf,2,2025-08-13 00:17:54,21
"<br>ko ổn áp, gjo mới tới 😭 😂</div>",1,2025-08-06 00:17:54,28
</div>đợi dài cả cổ mà chx thâý j hết 😑 hơi lú 😂<i> fnjskf,5,2025-08-06 00:17:54,33
"shipper tớj trễ qá, chưa đủ wow luôn ảo ma 💀",3,2025-07-03 00:17:54,35
<b>đợi dài cả cổ mà chx thâý j hết 😑 ✨</b>,5,2025-07-07 00:17:54,27
giao h4ng chậm vcl 😤 phèn,2,2025-08-16 00:17:54,15
</b>đợi dài cả cổ mà chx thâý j hết 😑<i>,3,2025-07-26 00:17:54,50
t4j kh0an ko báo trc lun chill 💔,2,2025-06-27 00:17:54,25
"shipper tớj trễ qá, chưa đủ wow luôn",2,2025-08-03 00:17:54,20
fnjskf hàng tới lâu wá 👎 hơi lú 😡 fnjskf,2,2025-07-12 00:17:54,25
<span>đợi mỏi măt mà chưa thấy j cả 😡 😂<br>,1,2025-07-24 00:17:54,31
đợi mỏi măt mà chưa thấy j cả 😡 💔,3,2025-07-17 00:17:54,19
giao h4ng chậm vcl 😤 😤,1,2025-08-22 00:17:54,50
"dịch vụ vch, chậm như rùa 🐢 ảo ma",3,2025-07-25 00:17:54,2
"giao lẹ lẹ chứ v, chờ phèn quá ảo ma",5,2025-08-11 00:17:54,13
"</div>ko ổn áp, gjo mới tới 😭 👎<b>",4,2025-07-22 00:17:54,27
"shipper tớj trễ qá, chưa đủ wow luôn 💀",1,2025-08-18 00:17:54,3
"</div>dịch vụ vch, chậm như rùa 🐢 phèn<div>",2,2025-08-11 00:17:54,28
"ko ổn áp, gjo mới tới 😭 phèn 👎 fnjskf",2,2025-07-28 00:17:54,41
đợi dài cả cổ mà chx thâý j hết 😑 ngầu lòi 😡,3,2025-07-11 00:17:54,24
</span>đợi dài cả cổ mà chx thâý j hết 😑 hết nấc 😤</i> fnjskf,4,2025-08-08 00:17:54,9
</div>đợi dài cả cổ mà chx thâý j hết 😑 phèn</b>,5,2025-07-24 00:17:54,24
"tới muộn hẳn 3 ng4y, k vui nha 😒 ảo ma 👍",3,2025-08-15 00:17:54,21
"tới muộn hẳn 3 ng4y, k vui nha 😒 căng đét 😢",4,2025-08-09 00:17:54,50
"dịch vụ vch, chậm như rùa 🐢 căng đét 😡",2,2025-07-14 00:17:54,24
"</div>dịch vụ vch, chậm như rùa 🐢 ✨</i>",4,2025-07-14 00:17:54,0
đợi dài cả cổ mà chx thâý j hết 😑 👎,5,2025-07-19 00:17:54,6
"</span>ko ổn áp, gjo mới tới 😭<br>",2,2025-06-30 00:17:54,49
"dịch vụ vch, chậm như rùa 🐢 căng đét",3,2025-08-15 00:17:54,8
"dịch vụ vch, chậm như rùa 🐢 ngầu lòi 😡",4,2025-07-19 00:17:54,7
đợi mỏi măt mà chưa thấy j cả 😡 ngầu lòi 😢,2,2025-06-29 00:17:54,20
</i>đợi mỏi măt mà chưa thấy j cả 😡 hơi lú 💔<div>,5,2025-08-06 00:17:54,9
</i>t4j kh0an ko báo trc lun chill<br>,3,2025-07-13 00:17:54,15
"</span>ko ổn áp, gjo mới tới 😭 👍</i>",1,2025-07-10 00:17:54,50
"dịch vụ vch, chậm như rùa 🐢 😡",3,2025-07-13 00:17:54,18
đợi mỏi măt mà chưa thấy j cả 😡 ngầu lòi 😤,5,2025-08-06 00:17:54,23
đợi mỏi măt mà chưa thấy j cả 😡 👎,2,2025-08-13 00:17:54,32
đợi dài cả cổ mà chx thâý j hết 😑 😂,5,2025-08-10 00:17:54,30
"shipper tớj trễ qá, chưa đủ wow luôn 😡",1,2025-07-04 00:17:54,10
<span>đợi mỏi măt mà chưa thấy j cả 😡 👍</span>,2,2025-08-04 00:17:54,35
"<br>dịch vụ vch, chậm như rùa 🐢 xịn xò 😤<span>",1,2025-07-02 00:17:54,50
<div>t4j kh0an ko báo trc lun phèn<i>,3,2025-08-08 00:17:54,20
"dịch vụ vch, chậm như rùa 🐢 hết nấc 💔",1,2025-08-19 00:17:54,24
</i>fnjskf hàng tới lâu wá 👎 phèn 😂<br> fnjskf,4,2025-07-05 00:17:54,22
"dịch vụ vch, chậm như rùa 🐢 ngầu lòi ✨ fnjskf",5,2025-06-30 00:17:54,16
"tới muộn hẳn 3 ng4y, k vui nha 😒 căng đét",2,2025-07-04 00:17:54,11
"</b>ko ổn áp, gjo mới tới 😭 👍</div>",4,2025-07-24 00:17:54,41
"ko ổn áp, gjo mới tới 😭",5,2025-07-12 00:17:54,6
đợi dài cả cổ mà chx thâý j hết 😑 phèn 😂,1,2025-07-18 00:17:54,28
<span>t4j kh0an ko báo trc lun 😤</b>,5,2025-06-27 00:17:54,19
"giao lẹ lẹ chứ v, chờ phèn quá hết nấc 👍",3,2025-07-21 00:17:54,19
"tới muộn hẳn 3 ng4y, k vui nha 😒 😂",5,2025-08-06 00:17:54,31
"</span>ko ổn áp, gjo mới tới 😭 ngầu lòi 😡<div> fnjskf",3,2025-07-04 00:17:54,15
</div>đợi mỏi măt mà chưa thấy j cả 😡<div>,1,2025-07-20 00:17:54,36
"giao lẹ lẹ chứ v, chờ phèn quá chill 💀",2,2025-07-23 00:17:54,42
fnjskf hàng tới lâu wá 👎 phèn,4,2025-07-04 00:17:54,29
<b>t4j kh0an ko báo trc lun 👍<br> fnjskf,4,2025-08-17 00:17:54,34
t4j kh0an ko báo trc lun chill ✨ fnjskf,1,2025-07-24 00:17:54,20
</i>đợi mỏi măt mà chưa thấy j cả 😡 ảo ma 😂<b>,5,2025-07-27 00:17:54,19
"giao lẹ lẹ chứ v, chờ phèn quá 😂",2,2025-08-13 00:17:54,40
"tới muộn hẳn 3 ng4y, k vui nha 😒 hơi lú 🔥 fnjskf",3,2025-08-11 00:17:54,31
fnjskf hàng tới lâu wá 👎 hơi lú 💔,4,2025-07-23 00:17:54,12
đợi dài cả cổ mà chx thâý j hết 😑 ✨,1,2025-08-07 00:17:54,12
</div>t4j kh0an ko báo trc lun căng đét 💔</i>,1,2025-08-21 00:17:54,34
"shipper tớj trễ qá, chưa đủ wow luôn hơi lú",3,2025-07-17 00:17:54,21
"tới muộn hẳn 3 ng4y, k vui nha 😒 ảo ma 💀",1,2025-07-13 00:17:54,31
đợi mỏi măt mà chưa thấy j cả 😡 😤,2,2025-07-05 00:17:54,50
giao h4ng chậm vcl 😤 ngầu lòi,5,2025-07-11 00:17:54,33
"tới muộn hẳn 3 ng4y, k vui nha 😒",3,2025-07-13 00:17:54,6
"ko ổn áp, gjo mới tới 😭 💀",1,2025-07-30 00:17:54,22
"shipper tớj trễ qá, chưa đủ wow luôn 👎",4,2025-08-12 00:17:54,20
