content,rating,created_at,thank_count,label
<br>bill hiển thị ảo ma ghê 😂 phèn<div>,4,2025-07-21 00:39:29,11,pay
đợi in hđ lâu vch 👎,1,2025-08-23 00:39:29,38,pay
h0á đơn gửi chậm vcl 😤 hết nấc 💀,3,2025-07-09 00:39:29,31,pay
<i>thanhtoan xog mà hđ k thấy j hết 😑 phèn 😡<b> fnjskf,3,2025-08-19 00:39:29,22,pay
<br>đợi in hđ lâu vch 👎 hết nấc<span>,4,2025-08-05 00:39:29,16,pay
đợi in hđ lâu vch 👎 😢,1,2025-08-14 00:39:29,44,pay
<i>thanhtoan xog mà hđ k thấy j hết 😑 🔥<i>,1,2025-07-21 00:39:29,11,pay
đợi in hđ lâu vch 👎 hơi lú 😂,1,2025-08-04 00:39:29,37,pay
"quẹt thẻ mà báo lỗi, phèn vc chill 😤",1,2025-07-12 00:39:29,36,pay
h0á đơn gửi chậm vcl 😤 chill 👎,1,2025-07-05 00:39:29,34,pay
đợi in hđ lâu vch 👎 xịn xò,4,2025-08-22 00:39:29,21,pay
"</b>quẹt thẻ mà báo lỗi, phèn vc 👎<span>",2,2025-07-16 00:39:29,9,pay
<i>h0á đơn gửi chậm vcl 😤 hết nấc<b> fnjskf,4,2025-07-05 00:39:29,0,pay
h0á đơn gửi chậm vcl 😤 👎 fnjskf,5,2025-07-03 00:39:29,30,pay
<span>t4j kh0an trừ tiền 2 lần 😭 chill</i>,1,2025-08-09 00:39:29,34,pay
bill hiển thị ảo ma ghê 😂 💀,3,2025-07-23 00:39:29,10,pay
th4nh t0án l0i fnjskf 😡 💀,2,2025-07-13 00:39:29,37,pay
<i>đợi in hđ lâu vch 👎 💔<br>,4,2025-08-16 00:39:29,33,pay
<br>bill hiển thị ảo ma ghê 😂 😢<i>,2,2025-07-02 00:39:29,36,pay
bill hiển thị ảo ma ghê 😂 ngầu lòi ✨,4,2025-08-11 00:39:29,45,pay
"quẹt thẻ mà báo lỗi, phèn vc",1,2025-07-31 00:39:29,21,pay
</div>đợi in hđ lâu vch 👎 👎</span> fnjskf,5,2025-08-08 00:39:29,43,pay
th4nh t0án l0i fnjskf 😡 chill 💔,4,2025-07-21 00:39:29,22,pay
"bill k rõ ràng, chưa đủ wow luôn 🔥",2,2025-07-19 00:39:29,13,pay
th4nh t0án l0i fnjskf 😡 💀,2,2025-08-15 00:39:29,13,pay
</span>thanhtoan xog mà hđ k thấy j hết 😑<b>,1,2025-08-21 00:39:29,45,pay
ko th4y hoá đơn gửi về mail 😒 ngầu lòi 👍,2,2025-08-24 00:39:29,38,pay
t4j kh0an trừ tiền 2 lần 😭 xịn xò ✨,1,2025-07-10 00:39:29,28,pay
"bill k rõ ràng, chưa đủ wow luôn ảo ma",3,2025-08-10 00:39:29,16,pay
"bill k rõ ràng, chưa đủ wow luôn 👎",1,2025-07-08 00:39:29,2,pay
<br>t4j kh0an trừ tiền 2 lần 😭 ảo ma 😂</i>,5,2025-08-19 00:39:29,50,pay
bill hiển thị ảo ma ghê 😂 xịn xò,2,2025-07-07 00:39:29,41,pay
thanhtoan xog mà hđ k thấy j hết 😑 căng đét fnjskf,5,2025-07-11 00:39:29,46,pay
bill hiển thị ảo ma ghê 😂 👎,1,2025-07-15 00:39:29,4,pay
"bill k rõ ràng, chưa đủ wow luôn 😡",2,2025-08-22 00:39:29,47,pay
th4nh t0án l0i fnjskf 😡 😢,5,2025-07-14 00:39:29,13,pay
đợi in hđ lâu vch 👎,1,2025-07-09 00:39:29,34,pay
"<br>bill k rõ ràng, chưa đủ wow luôn 😢</i> fnjskf",5,2025-07-02 00:39:29,9,pay
ko th4y hoá đơn gửi về mail 😒 phèn ✨,4,2025-06-30 00:39:29,34,pay
"quẹt thẻ mà báo lỗi, phèn vc chill ✨ fnjskf",1,2025-07-09 00:39:29,39,pay
"qr c0de ko scan đc, hơi lú ảo ma 😢",3,2025-07-03 00:39:29,32,pay
t4j kh0an trừ tiền 2 lần 😭,5,2025-06-28 00:39:29,7,pay
h0á đơn gửi chậm vcl 😤 căng đét 😂,4,2025-08-05 00:39:29,11,pay
"</div>bill k rõ ràng, chưa đủ wow luôn chill 💀<br>",5,2025-07-04 00:39:29,36,pay
h0á đơn gửi chậm vcl 😤 căng đét fnjskf,2,2025-07-21 00:39:29,9,pay
h0á đơn gửi chậm vcl 😤 hết nấc 😢,5,2025-08-26 00:39:29,3,pay
"<b>bill k rõ ràng, chưa đủ wow luôn 😂<span>",4,2025-08-07 00:39:29,40,pay
đợi in hđ lâu vch 👎,3,2025-08-13 00:39:29,38,pay
"qr c0de ko scan đc, hơi lú 💔 fnjskf",4,2025-08-19 00:39:29,33,pay
</b>thanhtoan xog mà hđ k thấy j hết 😑 😡<span>,5,2025-07-14 00:39:29,4,pay
h0á đơn gửi chậm vcl 😤,5,2025-07-01 00:39:29,7,pay
đợi in hđ lâu vch 👎 ngầu lòi 🔥,1,2025-07-12 00:39:29,7,pay
t4j kh0an trừ tiền 2 lần 😭 💔,2,2025-08-04 00:39:29,41,pay
ko th4y hoá đơn gửi về mail 😒 😡,1,2025-08-11 00:39:29,49,pay
ko th4y hoá đơn gửi về mail 😒 căng đét 😡,4,2025-08-23 00:39:29,39,pay
bill hiển thị ảo ma ghê 😂 xịn xò 💔,4,2025-07-18 00:39:29,10,pay
<i>t4j kh0an trừ tiền 2 lần 😭<br>,5,2025-07-03 00:39:29,41,pay
<span>đợi in hđ lâu vch 👎</div>,4,2025-07-26 00:39:29,23,pay
"</span>quẹt thẻ mà báo lỗi, phèn vc<b> fnjskf",1,2025-08-22 00:39:29,31,pay
"quẹt thẻ mà báo lỗi, phèn vc 💔",5,2025-07-06 00:39:29,0,pay
h0á đơn gửi chậm vcl 😤,2,2025-07-11 00:39:29,26,pay
th4nh t0án l0i fnjskf 😡,3,2025-07-27 00:39:29,31,pay
"quẹt thẻ mà báo lỗi, phèn vc ảo ma",2,2025-08-07 00:39:29,44,pay
"<b>qr c0de ko scan đc, hơi lú xịn xò 😤<b>",2,2025-08-03 00:39:29,27,pay
t4j kh0an trừ tiền 2 lần 😭 xịn xò,5,2025-08-11 00:39:29,39,pay
<b>th4nh t0án l0i fnjskf 😡 hơi lú 👎<div> fnjskf,5,2025-07-28 00:39:29,13,pay
</b>t4j kh0an trừ tiền 2 lần 😭 😢<div>,2,2025-07-08 00:39:29,39,pay
</span>thanhtoan xog mà hđ k thấy j hết 😑 👎</span>,5,2025-07-01 00:39:29,30,pay
h0á đơn gửi chậm vcl 😤 hơi lú,1,2025-08-06 00:39:29,35,pay
ko th4y hoá đơn gửi về mail 😒 😤,1,2025-07-20 00:39:29,35,pay
đợi in hđ lâu vch 👎 phèn 👍,4,2025-08-10 00:39:29,2,pay
"qr c0de ko scan đc, hơi lú căng đét 😢",3,2025-07-26 00:39:29,28,pay
t4j kh0an trừ tiền 2 lần 😭 ngầu lòi 💔 fnjskf,4,2025-07-06 00:39:29,1,pay
t4j kh0an trừ tiền 2 lần 😭 phèn,3,2025-07-03 00:39:29,2,pay
t4j kh0an trừ tiền 2 lần 😭 😡,3,2025-07-08 00:39:29,1,pay
<span>t4j kh0an trừ tiền 2 lần 😭<b>,2,2025-07-04 00:39:29,11,pay
ko th4y hoá đơn gửi về mail 😒 🔥,2,2025-08-13 00:39:29,44,pay
t4j kh0an trừ tiền 2 lần 😭 😢,3,2025-08-11 00:39:29,19,pay
"bill k rõ ràng, chưa đủ wow luôn ảo ma",1,2025-08-14 00:39:29,28,pay
ko th4y hoá đơn gửi về mail 😒 ngầu lòi 👍,1,2025-07-01 00:39:29,22,pay
t4j kh0an trừ tiền 2 lần 😭 căng đét,5,2025-08-08 00:39:29,0,pay
"quẹt thẻ mà báo lỗi, phèn vc phèn",5,2025-07-31 00:39:29,14,pay
"</div>bill k rõ ràng, chưa đủ wow luôn căng đét ✨<span>",5,2025-08-14 00:39:29,26,pay
th4nh t0án l0i fnjskf 😡 hết nấc ✨ fnjskf,5,2025-08-15 00:39:29,47,pay
bill hiển thị ảo ma ghê 😂 😤,3,2025-07-26 00:39:29,10,pay
th4nh t0án l0i fnjskf 😡 căng đét 😤,2,2025-06-29 00:39:29,31,pay
t4j kh0an trừ tiền 2 lần 😭 chill,3,2025-08-18 00:39:29,45,pay
thanhtoan xog mà hđ k thấy j hết 😑 ảo ma 👍,1,2025-08-09 00:39:29,20,pay
đợi in hđ lâu vch 👎 fnjskf,2,2025-07-09 00:39:29,50,pay
ko th4y hoá đơn gửi về mail 😒 hơi lú 😡,1,2025-08-06 00:39:29,9,pay
thanhtoan xog mà hđ k thấy j hết 😑 💀,1,2025-07-10 00:39:29,9,pay
ko th4y hoá đơn gửi về mail 😒 căng đét 👎,3,2025-07-29 00:39:29,38,pay
thanhtoan xog mà hđ k thấy j hết 😑 💔,3,2025-08-11 00:39:29,30,pay
t4j kh0an trừ tiền 2 lần 😭 ảo ma,3,2025-07-14 00:39:29,25,pay
ko th4y hoá đơn gửi về mail 😒 ✨ fnjskf,2,2025-07-07 00:39:29,49,pay
"<span>qr c0de ko scan đc, hơi lú hơi lú 👎<b>",2,2025-07-25 00:39:29,38,pay
h0á đơn gửi chậm vcl 😤 😡,3,2025-08-10 00:39:29,9,pay
bill hiển thị ảo ma ghê 😂 👎,4,2025-07-21 00:39:29,19,pay
</i>đợi in hđ lâu vch 👎 hết nấc 👍</div>,3,2025-07-01 00:39:29,23,pay
<span>thanhtoan xog mà hđ k thấy j hết 😑</span>,4,2025-08-23 00:39:29,11,pay
th4nh t0án l0i fnjskf 😡 xịn xò,2,2025-06-28 00:39:29,37,pay
ko th4y hoá đơn gửi về mail 😒 hơi lú 👍,1,2025-08-24 00:39:29,49,pay
"quẹt thẻ mà báo lỗi, phèn vc hết nấc 💔",3,2025-07-31 00:39:29,24,pay
<i>ko th4y hoá đơn gửi về mail 😒 hết nấc 😂<b> fnjskf,1,2025-08-02 00:39:29,26,pay
"bill k rõ ràng, chưa đủ wow luôn 🔥",2,2025-07-13 00:39:29,18,pay
th4nh t0án l0i fnjskf 😡 chill 👍,2,2025-07-07 00:39:29,5,pay
"qr c0de ko scan đc, hơi lú",3,2025-07-06 00:39:29,37,pay
bill hiển thị ảo ma ghê 😂 hơi lú 😤,2,2025-07-18 00:39:29,29,pay
h0á đơn gửi chậm vcl 😤 😂,3,2025-07-06 00:39:29,25,pay
<br>ko th4y hoá đơn gửi về mail 😒 💀</div> fnjskf,4,2025-07-19 00:39:29,7,pay
ko th4y hoá đơn gửi về mail 😒 👎,4,2025-07-16 00:39:29,47,pay
t4j kh0an trừ tiền 2 lần 😭 phèn ✨,3,2025-08-15 00:39:29,29,pay
bill hiển thị ảo ma ghê 😂 hết nấc ✨,5,2025-07-06 00:39:29,7,pay
<div>đợi in hđ lâu vch 👎 hết nấc 😡<br> fnjskf,3,2025-07-13 00:39:29,33,pay
</span>bill hiển thị ảo ma ghê 😂 hết nấc</span>,3,2025-07-06 00:39:29,16,pay
<i>ko th4y hoá đơn gửi về mail 😒 😤<span>,1,2025-06-29 00:39:29,21,pay
thanhtoan xog mà hđ k thấy j hết 😑 ảo ma 👎,3,2025-08-13 00:39:29,34,pay
bill hiển thị ảo ma ghê 😂 hết nấc 💀,5,2025-08-22 00:39:29,50,pay
"<div>qr c0de ko scan đc, hơi lú ảo ma<b>",4,2025-07-19 00:39:29,26,pay
"<b>bill k rõ ràng, chưa đủ wow luôn xịn xò 💀<b>",4,2025-07-19 00:39:29,13,pay
<span>t4j kh0an trừ tiền 2 lần 😭 chill 😂<span>,3,2025-07-30 00:39:29,31,pay
bill hiển thị ảo ma ghê 😂 ảo ma 🔥,4,2025-08-07 00:39:29,16,pay
bill hiển thị ảo ma ghê 😂 🔥,3,2025-08-03 00:39:29,6,pay
"qr c0de ko scan đc, hơi lú hết nấc",3,2025-07-24 00:39:29,33,pay
"qr c0de ko scan đc, hơi lú",2,2025-08-06 00:39:29,48,pay
"bill k rõ ràng, chưa đủ wow luôn phèn fnjskf",4,2025-08-12 00:39:29,18,pay
thanhtoan xog mà hđ k thấy j hết 😑 ✨,3,2025-07-23 00:39:29,48,pay
"quẹt thẻ mà báo lỗi, phèn vc chill 😢",2,2025-08-19 00:39:29,47,pay
"<div>qr c0de ko scan đc, hơi lú<i>",2,2025-08-22 00:39:29,32,pay
h0á đơn gửi chậm vcl 😤 căng đét 💀,3,2025-07-08 00:39:29,7,pay
<b>th4nh t0án l0i fnjskf 😡 ảo ma<b>,2,2025-07-26 00:39:29,32,pay
thanhtoan xog mà hđ k thấy j hết 😑 ngầu lòi,4,2025-07-15 00:39:29,16,pay
"</div>qr c0de ko scan đc, hơi lú<div> fnjskf",1,2025-08-18 00:39:29,18,pay
"quẹt thẻ mà báo lỗi, phèn vc hết nấc",1,2025-07-03 00:39:29,24,pay
t4j kh0an trừ tiền 2 lần 😭 💀,4,2025-07-19 00:39:29,33,pay
"bill k rõ ràng, chưa đủ wow luôn 💔",1,2025-07-19 00:39:29,26,pay
"</span>qr c0de ko scan đc, hơi lú 💀</i>",4,2025-07-03 00:39:29,27,pay
đợi in hđ lâu vch 👎 ngầu lòi,4,2025-08-06 00:39:29,18,pay
</div>đợi in hđ lâu vch 👎 ngầu lòi 👍<b> fnjskf,2,2025-07-31 00:39:29,18,pay
"quẹt thẻ mà báo lỗi, phèn vc phèn ✨",1,2025-08-09 00:39:29,22,pay
"qr c0de ko scan đc, hơi lú 😢 fnjskf",3,2025-07-24 00:39:29,34,pay
th4nh t0án l0i fnjskf 😡 căng đét 👎,3,2025-08-08 00:39:29,33,pay
ko th4y hoá đơn gửi về mail 😒 ✨,5,2025-07-18 00:39:29,23,pay
"qr c0de ko scan đc, hơi lú 💔",1,2025-07-28 00:39:29,25,pay
<b>h0á đơn gửi chậm vcl 😤 💀</div> fnjskf,4,2025-07-31 00:39:29,12,pay
thanhtoan xog mà hđ k thấy j hết 😑 👍,4,2025-08-03 00:39:29,45,pay
"bill k rõ ràng, chưa đủ wow luôn",2,2025-08-22 00:39:29,14,pay
<i>thanhtoan xog mà hđ k thấy j hết 😑 phèn 🔥<br>,1,2025-08-05 00:39:29,4,pay
t4j kh0an trừ tiền 2 lần 😭 hơi lú 😂,1,2025-07-31 00:39:29,2,pay
"quẹt thẻ mà báo lỗi, phèn vc phèn 👎",3,2025-08-04 00:39:29,39,pay
ko th4y hoá đơn gửi về mail 😒 căng đét 😤,5,2025-07-14 00:39:29,23,pay
<div>t4j kh0an trừ tiền 2 lần 😭 chill<b>,4,2025-07-06 00:39:29,48,pay
t4j kh0an trừ tiền 2 lần 😭 căng đét,2,2025-07-06 00:39:29,15,pay
"</div>bill k rõ ràng, chưa đủ wow luôn phèn 🔥<i> fnjskf",5,2025-08-06 00:39:29,2,pay
h0á đơn gửi chậm vcl 😤 hết nấc,3,2025-08-02 00:39:29,19,pay
t4j kh0an trừ tiền 2 lần 😭 👎,1,2025-08-21 00:39:29,35,pay
